customer_id,donor_customer_id,donor_fields_inherited_exactly,donor_instance_id,donor_service_time,event_id,event_type,minimum_formal_trip_departure_second,minimum_uncommitted_margin_seconds,modifiable_in_both_fixed_seed1_plans,network,new_demand,new_due_time,new_ready_time,new_service_time,old_customer_owner,old_demand,old_due_time,old_ready_time,owner_depot_id,owner_rule_verified,reused_from_sealed_n221,search_evaluations,seed,service_time_source,status,stream_id,t_appear,trigger_second,x,y
C135,,,,,2,demand_change,22371.02781933659,11571.027819336588,True,N221,588.6497612952036,57668.0,36736.0,,D1,574.0,57668.0,36736.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,3453.9402472252686,10800.0,19927.02,-1669.03
C167,,,,,3,demand_change,20392.032409362764,9592.032409362764,True,N221,263.4958132380023,53585.0,34175.0,,D1,257.0,53585.0,34175.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,6216.669113762138,10800.0,8084.3,33401.45
N_S3_002,C173,True,L-main-threeshift-200c-01,912.0,4,add,,,True,N221,456.0,22156.0,3076.0,912.0,,0.0,22156.0,3076.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,6745.060660911276,10800.0,7888.0,-40337.41
C140,,,,,5,cancel,22523.83138111938,11723.83138111938,True,N221,0.0,54364.0,33959.0,,D1,336.0,54364.0,33959.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,6980.254178411383,10800.0,27276.58,20669.79
N_S3_003,C352,True,L-main-threeshift-200c-01,774.0,6,add,,,True,N221,387.0,54350.0,34179.0,774.0,,0.0,54350.0,34179.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,9173.32144259055,10800.0,42529.44,71708.18
C205,,,,,7,demand_change,17013.283879956838,6213.283879956838,True,N221,343.0393678545842,85757.0,66347.0,,D1,305.0,85757.0,66347.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,10307.613672434778,10800.0,72979.03,42460.07
C211,,,,,8,cancel,47857.36539415846,26257.365394158463,True,N221,0.0,85239.0,66515.0,,D1,132.0,85239.0,66515.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,13213.314471744137,21600.0,92900.77,-15626.8
C194,,,,,9,demand_change,22371.02781933659,771.0278193365884,True,N221,474.80475552064814,54842.0,34301.0,,D1,553.0,54842.0,34301.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,13881.283628905381,21600.0,54558.64,-27585.82
N_S3_004,C249,True,L-main-threeshift-200c-01,790.0,10,add,,,True,N221,395.0,53393.0,33799.0,790.0,,0.0,53393.0,33799.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,13951.686439629317,21600.0,-54534.63,28016.94
N_S3_005,C419,True,L-main-threeshift-200c-01,1320.0,11,add,,,True,N221,660.0,86146.0,66597.0,1320.0,,0.0,86146.0,66597.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,15070.510950861075,21600.0,-17910.55,-70332.77
C160,,,,,12,demand_change,22415.694498701963,815.6944987019633,True,N221,463.6594896281011,52959.0,34021.0,,D1,441.0,52959.0,34021.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,19605.748257676812,21600.0,34936.33,72347.96
C186,,,,,13,demand_change,24123.00194179047,2523.0019417904696,True,N221,474.63498012021745,56872.0,36175.0,,D0,528.0,56872.0,36175.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,20145.225353071353,21600.0,-9396.51,6476.53
N_S3_006,C425,True,L-main-threeshift-200c-01,844.0,14,add,,,True,N221,422.0,85305.0,66377.0,844.0,,0.0,85305.0,66377.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,24178.529425110526,31114.711461922907,81271.72,-17407.4
C201,,,,,15,cancel,53371.839582032575,22257.128120109668,True,N221,0.0,86368.0,66876.0,,D0,472.0,86368.0,66876.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,25663.57676637404,31114.711461922907,109.91,-50342.2
N_S3_007,C286,True,L-main-threeshift-200c-01,994.0,16,add,,,True,N221,497.0,55303.0,35594.0,994.0,,0.0,55303.0,35594.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,25749.513029886748,31114.711461922907,32321.44,-69888.22
C175,,,,,17,demand_change,34493.01951258528,3378.30805066237,True,N221,352.07147421555,55054.0,34736.0,,D1,309.0,55054.0,34736.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,25992.411772117193,31114.711461922907,33305.79,-36362.78
C213,,,,,18,cancel,44028.32931436768,12913.617852444771,True,N221,0.0,85353.0,66914.0,,D0,195.0,85353.0,66914.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,27064.772259693917,31114.711461922907,-37849.66,29099.07
N_S3_008,C438,True,L-main-threeshift-200c-01,420.0,19,add,,,True,N221,210.0,85438.0,65676.0,420.0,,0.0,85438.0,65676.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,29985.536174888155,31114.711461922907,68322.01,-45086.13
C162,,,,,20,demand_change,34069.56919600063,2954.857734077723,True,N221,566.9806079213052,55023.0,35260.0,,D1,555.0,55023.0,35260.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,30157.264666415747,31114.711461922907,35219.64,62497.3
C122,,,,,21,demand_change,34493.01951258528,3378.30805066237,True,N221,134.82707966390402,53036.0,34462.0,,D1,153.0,53036.0,34462.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,31114.711461922907,31114.711461922907,26426.5,12339.32
N_S3_009,C372,True,L-main-threeshift-200c-01,866.0,22,add,,,True,N221,433.0,56934.0,37296.0,866.0,,0.0,56934.0,37296.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,31314.195052177776,41914.71146192291,44983.66,-2943.18
C119,,,,,1,demand_change,31031.671980418112,20231.671980418112,True,N221,176.06676055987666,55404.0,35866.0,,D0,187.0,55404.0,35866.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,4782.359959680036,10800.0,-56012.82,29127.8
C109,,,,,2,cancel,22415.694498701963,11615.694498701963,True,N221,0.0,57203.0,37689.0,,D0,468.0,57203.0,37689.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,4861.829307705404,10800.0,-21242.87,-28002.82
C149,,,,,3,cancel,17208.878101261475,6408.8781012614745,True,N221,0.0,55562.0,35801.0,,D1,721.0,55562.0,35801.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,7536.374869041322,10800.0,36581.2,12803.66
C146,,,,,4,demand_change,24123.00194179047,13323.00194179047,True,N221,614.703064921797,55565.0,35422.0,,D0,562.0,55565.0,35422.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,8009.493088901819,10800.0,-2504.21,1645.14
C156,,,,,5,demand_change,31031.671980418112,9911.929763445056,True,N221,219.19477134330532,54405.0,35440.0,,D0,254.0,54405.0,35440.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,11239.431164697338,21119.742216973056,-38608.82,45301.34
C221,,,,,6,demand_change,47765.391775207376,26645.64955823432,True,N221,710.1230049542662,85940.0,66096.0,,D1,822.0,85940.0,66096.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,11529.862708737955,21119.742216973056,11775.37,17704.32
C183,,,,,7,demand_change,23376.076512997104,2256.334296024048,True,N221,350.8119655977462,52696.0,33526.0,,D0,338.0,52696.0,33526.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,16481.29772057479,21119.742216973056,-30497.12,9883.08
N_S4_001,C234,True,L-main-threeshift-200c-01,1322.0,8,add,,,True,N221,661.0,57734.0,36517.0,1322.0,,0.0,57734.0,36517.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,17460.04217748296,21119.742216973056,-3610.73,21509.49
C179,,,,,9,demand_change,29077.287224418946,7957.5450074458895,True,N221,576.2441116206459,55453.0,35584.0,,D0,573.0,55453.0,35584.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,18720.59941631251,21119.742216973056,-40971.09,68468.03
C138,,,,,10,demand_change,31031.671980418112,9911.929763445056,True,N221,767.6335773386689,53559.0,33707.0,,D1,735.0,53559.0,33707.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,19468.372082981357,21119.742216973056,18341.55,-18883.56
C195,,,,,11,demand_change,53371.839582032575,32252.09736505952,True,N221,487.72126329922946,55782.0,36639.0,,D0,460.0,55782.0,36639.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,20480.960963689166,21119.742216973056,-5988.47,-41226.79
N_S4_002,C140,True,L-main-threeshift-200c-01,496.0,12,add,,,True,N221,248.0,22550.0,2894.0,496.0,,0.0,22550.0,2894.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,21119.742216973056,21119.742216973056,-15305.21,23530.48
N_S4_003,C374,True,L-main-threeshift-200c-01,640.0,13,add,,,True,N221,320.0,55411.0,35953.0,640.0,,0.0,55411.0,35953.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,22472.25204505815,28772.73472116267,22616.04,17826.11
N_S4_004,C252,True,L-main-threeshift-200c-01,670.0,14,add,,,True,N221,335.0,55059.0,35619.0,670.0,,0.0,55059.0,35619.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,24292.49599649243,28772.73472116267,-43615.7,8922.14
N_S4_005,C218,True,L-main-threeshift-200c-01,206.0,15,add,,,True,N221,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,26365.542637539296,28772.73472116267,35189.06,19950.6
N_S4_006,C309,True,L-main-threeshift-200c-01,1080.0,16,add,,,True,N221,540.0,53948.0,34097.0,1080.0,,0.0,53948.0,34097.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,26553.16696427826,28772.73472116267,25639.37,14591.84
N_S4_007,C439,True,L-main-threeshift-200c-01,778.0,17,add,,,True,N221,389.0,85279.0,65650.0,778.0,,0.0,85279.0,65650.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,27226.542275059404,28772.73472116267,-30405.55,318.45
C213,,,,,18,demand_change,44028.32931436768,15255.594593205009,True,N221,177.60623104608518,85353.0,66914.0,,D0,195.0,85353.0,66914.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,28004.56634565834,28772.73472116267,-37849.66,29099.07
C217,,,,,19,cancel,44028.32931436768,15255.594593205009,True,N221,0.0,85752.0,66100.0,,D0,681.0,85752.0,66100.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,28332.241306396918,28772.73472116267,-42167.63,18980.0
N_S4_008,C366,True,L-main-threeshift-200c-01,1276.0,20,add,,,True,N221,638.0,54820.0,34543.0,1276.0,,0.0,54820.0,34543.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,28772.73472116267,28772.73472116267,-28662.07,29198.06
C209,,,,,21,cancel,53371.839582032575,13799.104860869906,True,N221,0.0,85064.0,66521.0,,D0,180.0,85064.0,66521.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,29644.237551900118,39572.73472116267,-9586.39,-54768.56
N_S4_009,C317,True,L-main-threeshift-200c-01,868.0,22,add,,,True,N221,434.0,54430.0,34632.0,868.0,,0.0,54430.0,34632.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,30421.95212433322,39572.73472116267,52568.67,12453.22
C200,,,,,1,demand_change,20392.032409362764,12278.410121039538,True,N221,310.31083276591113,52436.0,33422.0,,D1,301.0,52436.0,33422.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,2320.669270261829,8113.622288323227,8796.24,11639.72
C129,,,,,2,cancel,17991.809514743873,9878.187226420647,True,N221,0.0,53232.0,33696.0,,D0,122.0,53232.0,33696.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,4335.215688022423,8113.622288323227,-47691.44,13155.22
C133,,,,,3,demand_change,12122.400458281767,4008.7781699585403,True,N221,421.252393227092,54617.0,34006.0,,D0,495.0,54617.0,34006.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,6158.963431519802,8113.622288323227,-94002.82,-23395.35
C060,,,,,4,demand_change,13851.030237735975,5737.407949412748,True,N221,426.6190113200445,24394.0,3786.0,,D0,405.0,24394.0,3786.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,7175.4988180220935,8113.622288323227,-32289.83,-43218.39
C122,,,,,5,cancel,34493.01951258528,26379.39722426205,True,N221,0.0,53036.0,34462.0,,D1,153.0,53036.0,34462.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,7194.490593288751,8113.622288323227,26426.5,12339.32
C106,,,,,6,demand_change,18535.1728700455,10421.550581722273,True,N221,327.2709561199957,56401.0,37163.0,,D0,344.0,56401.0,37163.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,7653.660536819056,8113.622288323227,-12920.69,-42268.81
N_S5_001,C159,True,L-main-threeshift-200c-01,208.0,7,add,,,True,N221,104.0,22349.0,3476.0,208.0,,0.0,22349.0,3476.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,7665.968072640028,8113.622288323227,47965.97,-5494.46
N_S5_002,C183,True,L-main-threeshift-200c-01,1614.0,8,add,,,True,N221,807.0,23210.0,2740.0,1614.0,,0.0,23210.0,2740.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,8113.622288323227,8113.622288323227,-22921.67,-4903.27
N_S5_003,C443,True,L-main-threeshift-200c-01,1038.0,9,add,,,True,N221,519.0,85926.0,66018.0,1038.0,,0.0,85926.0,66018.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,8174.413236276191,18913.622288323226,49309.13,28644.17
C219,,,,,10,demand_change,20460.873110069628,1547.250821746402,True,N221,238.28027726701316,84288.0,65620.0,,D0,253.0,84288.0,65620.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,11644.817360304996,18913.622288323226,-40150.32,-1907.89
N_S5_004,C380,True,L-main-threeshift-200c-01,614.0,11,add,,,True,N221,307.0,54035.0,34415.0,614.0,,0.0,54035.0,34415.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,13936.584302383893,18913.622288323226,-22373.76,52618.15
N_S5_005,C185,True,L-main-threeshift-200c-01,1104.0,12,add,,,True,N221,552.0,25341.0,5219.0,1104.0,,0.0,25341.0,5219.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,14502.487902429302,18913.622288323226,60960.78,-8105.62
N_S5_006,C109,True,L-main-threeshift-200c-01,1438.0,13,add,,,True,N221,719.0,23278.0,3293.0,1438.0,,0.0,23278.0,3293.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,15611.831148798648,18913.622288323226,23125.87,-8358.02
C136,,,,,14,demand_change,31031.671980418112,1318.0496920948863,True,N221,659.2643370225122,56049.0,36312.0,,D1,663.0,56049.0,36312.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,20846.087833283575,29713.622288323226,20309.42,64194.76
C180,,,,,15,cancel,34493.01951258528,4779.397224262051,True,N221,0.0,53774.0,34937.0,,D1,249.0,53774.0,34937.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,21082.081117276342,29713.622288323226,50202.8,-39410.15
N_S5_007,C382,True,L-main-threeshift-200c-01,798.0,16,add,,,True,N221,399.0,54212.0,34379.0,798.0,,0.0,54212.0,34379.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,25200.624930454233,29713.622288323226,-26657.66,-6717.61
C171,,,,,17,demand_change,33018.09774673095,3304.4754584077236,True,N221,584.1349076208761,55600.0,34728.0,,D1,647.0,55600.0,34728.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,25553.47357955687,29713.622288323226,67875.05,-22140.39
N_S5_008,C266,True,L-main-threeshift-200c-01,872.0,18,add,,,True,N221,436.0,57115.0,37494.0,872.0,,0.0,57115.0,37494.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,28391.96301069511,29713.622288323226,-16150.02,-5980.65
C101,,,,,19,demand_change,33375.90342609729,3662.2811377740654,True,N221,820.3364459012682,56969.0,36553.0,,D0,718.0,56969.0,36553.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,28653.836541306922,29713.622288323226,-50465.27,62261.15
C209,,,,,20,cancel,53371.839582032575,12858.21729370935,True,N221,0.0,85064.0,66521.0,,D0,180.0,85064.0,66521.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,31194.243510577187,40513.622288323226,-9586.39,-54768.56
N_S5_009,C206,True,L-main-threeshift-200c-01,360.0,21,add,,,True,N221,180.0,54973.0,36100.0,360.0,,0.0,54973.0,36100.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,31449.156855978163,40513.622288323226,-70875.45,-23877.43
C211,,,,,22,demand_change,47857.36539415846,7343.743105835238,True,N221,149.78913087615283,85239.0,66515.0,,D1,132.0,85239.0,66515.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,31563.47964012086,40513.622288323226,92900.77,-15626.8
C156,,,,,1,demand_change,33185.01888979543,22385.01888979543,True,N322,510.3439414995206,55702.0,35493.0,,D0,471.0,55702.0,35493.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,2438.3573418846017,10800.0,-50641.99,11650.44
C267,,,,,2,cancel,14303.537825157442,3503.537825157442,True,N322,0.0,54540.0,35291.0,,D1,271.0,54540.0,35291.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,2835.020637284834,10800.0,16622.78,-3699.43
N_S1_001,C267,True,L-main-threeshift-200c-01,488.0,3,add,,,True,N322,244.0,53441.0,34556.0,488.0,,0.0,53441.0,34556.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,5184.008197946887,10800.0,-58237.0,17022.7
N_S1_002,C432,True,L-main-threeshift-200c-01,626.0,4,add,,,True,N322,313.0,86362.0,66437.0,626.0,,0.0,86362.0,66437.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,7901.055808468637,10800.0,-26125.13,31466.49
C311,,,,,5,demand_change,19879.36728007583,9079.367280075829,True,N322,535.2910202545651,85016.0,65794.0,,D1,553.0,85016.0,65794.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,10752.979248824991,10800.0,8002.64,-13873.71
N_S1_003,C358,True,L-main-threeshift-200c-01,1562.0,6,add,,,True,N322,781.0,56400.0,34932.0,1562.0,,0.0,56400.0,34932.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,11122.845477876901,21191.631841171624,-2760.01,39044.7
N_S1_004,C037,True,L-main-threeshift-200c-01,248.0,7,add,,,True,N322,124.0,23382.0,5000.0,248.0,,0.0,23382.0,5000.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,12613.980540792674,21191.631841171624,28243.96,-1031.43
N_S1_005,C349,True,L-main-threeshift-200c-01,216.0,8,add,,,True,N322,108.0,54859.0,36230.0,216.0,,0.0,54859.0,36230.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,14745.281352165026,21191.631841171624,16644.95,33328.26
N_S1_006,C056,True,L-main-threeshift-200c-01,1004.0,9,add,,,True,N322,502.0,24751.0,4232.0,1004.0,,0.0,24751.0,4232.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,17304.182932361684,21191.631841171624,43563.39,3157.29
C296,,,,,10,cancel,33688.79927737651,12497.167436204883,True,N322,0.0,56368.0,36107.0,,D0,283.0,56368.0,36107.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,17513.3696554622,21191.631841171624,-44034.27,36403.41
N_S1_007,C266,True,L-main-threeshift-200c-01,872.0,11,add,,,True,N322,436.0,57115.0,37494.0,872.0,,0.0,57115.0,37494.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,18115.51349031892,21191.631841171624,-16150.02,-5980.65
C167,,,,,12,demand_change,34627.68693485295,13436.055093681327,True,N322,328.9145342401567,55516.0,36883.0,,D0,310.0,55516.0,36883.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,18878.473587099266,21191.631841171624,-29139.72,2997.54
C264,,,,,13,demand_change,33190.942034246036,11999.310193074412,True,N322,328.6024624603629,55721.0,36800.0,,D1,287.0,55721.0,36800.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,21191.631841171624,21191.631841171624,12517.38,-67542.07
C217,,,,,14,cancel,35961.02922448231,10706.711131706066,True,N322,0.0,56067.0,36080.0,,D1,345.0,56067.0,36080.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,21802.27513829107,25254.31809277624,-25450.73,-13936.8
C174,,,,,15,demand_change,39979.2928294457,14724.974736669461,True,N322,770.966339335513,55842.0,36002.0,,D0,750.0,55842.0,36002.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,22627.899845063224,25254.31809277624,8545.02,932.14
N_S1_008,C301,True,L-main-threeshift-200c-01,612.0,16,add,,,True,N322,306.0,56104.0,37428.0,612.0,,0.0,56104.0,37428.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,22919.27175037537,25254.31809277624,-28047.96,7139.64
C274,,,,,17,demand_change,34627.68693485295,9373.36884207671,True,N322,439.58582367982785,54820.0,35225.0,,D0,421.0,54820.0,35225.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,24042.843672668805,25254.31809277624,-8062.85,6736.19
C235,,,,,18,demand_change,32149.371654540944,6895.053561764704,True,N322,633.1065372453787,56235.0,36239.0,,D1,703.0,56235.0,36239.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,24109.78266774262,25254.31809277624,-31583.28,-72534.4
N_S1_009,C257,True,L-main-threeshift-200c-01,700.0,19,add,,,True,N322,350.0,53681.0,33448.0,700.0,,0.0,53681.0,33448.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,24632.755011176334,25254.31809277624,45321.23,12595.03
N_S1_010,C202,True,L-main-threeshift-200c-01,920.0,20,add,,,True,N322,460.0,57280.0,37340.0,920.0,,0.0,57280.0,37340.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,25171.059583264654,25254.31809277624,60501.51,-52683.5
C221,,,,,21,demand_change,34248.30318914319,8993.985096366949,True,N322,200.01403426060944,56349.0,37576.0,,D0,185.0,56349.0,37576.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,25254.31809277624,25254.31809277624,-20379.3,84876.15
C295,,,,,22,demand_change,32900.80436819844,1944.9320401927434,True,N322,222.6147515976854,55259.0,36335.0,,D0,220.0,55259.0,36335.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,28808.511893805982,30955.8723280057,-14981.13,19323.06
C284,,,,,23,cancel,33688.79927737651,2732.926949370809,True,N322,0.0,54320.0,34334.0,,D0,445.0,54320.0,34334.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,29242.19993395871,30955.8723280057,45035.26,10635.2
C189,,,,,24,cancel,34804.13684052048,3848.264512514779,True,N322,0.0,56031.0,35803.0,,D1,581.0,56031.0,35803.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,29683.996182307903,30955.8723280057,-19342.81,-5077.15
N_S1_011,C428,True,L-main-threeshift-200c-01,934.0,25,add,,,True,N322,467.0,85677.0,66481.0,934.0,,0.0,85677.0,66481.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,29867.999825680097,30955.8723280057,-57640.41,8773.76
C312,,,,,26,demand_change,62012.39624884549,31056.523920839794,True,N322,157.24773872119331,85505.0,65911.0,,D1,155.0,85505.0,65911.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,30046.982129089396,30955.8723280057,100077.28,-23878.76
N_S1_012,C309,True,L-main-threeshift-200c-01,1080.0,27,add,,,True,N322,540.0,53948.0,34097.0,1080.0,,0.0,53948.0,34097.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,30177.560303284587,30955.8723280057,25639.37,14591.84
C158,,,,,28,demand_change,34282.99444767993,3327.12211967423,True,N322,724.9829422464421,56144.0,36059.0,,D1,722.0,56144.0,36059.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,30560.410653005256,30955.8723280057,-7750.97,-37029.55
C286,,,,,29,demand_change,34627.68693485295,3671.8146068472524,True,N322,339.5863247276638,56906.0,36659.0,,D0,299.0,56906.0,36659.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,30955.8723280057,30955.8723280057,-52738.53,80680.96
C320,,,,,30,demand_change,45876.17533574619,4120.303007740491,True,N322,305.9781942597679,85746.0,66266.0,,D1,299.0,85746.0,66266.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,31408.438673947123,41755.8723280057,-11200.71,-9738.5
C315,,,,,31,cancel,52907.07399032011,11151.201662314408,True,N322,0.0,85417.0,65530.0,,D1,160.0,85417.0,65530.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,31463.789264893567,41755.8723280057,-34766.23,-13867.43
N_S1_013,C324,True,L-main-threeshift-200c-01,292.0,32,add,,,True,N322,146.0,55285.0,35050.0,292.0,,0.0,55285.0,35050.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,31591.14825298219,41755.8723280057,-25770.58,-22397.0
C290,,,,,1,cancel,16199.925402313904,5399.925402313904,True,N322,0.0,56330.0,35272.0,,D1,600.0,56330.0,35272.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7134.129943771906,10800.0,42973.49,-54077.52
C298,,,,,2,demand_change,32149.371654540944,21349.371654540944,True,N322,258.55230813387914,54637.0,35425.0,,D1,266.0,54637.0,35425.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7409.323913855321,10800.0,-41023.84,-55682.48
C309,,,,,3,cancel,42635.86456267289,31835.86456267289,True,N322,0.0,85370.0,65800.0,,D0,485.0,85370.0,65800.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,7504.012221636786,10800.0,-25498.54,8949.19
C264,,,,,4,demand_change,33190.942034246036,22390.942034246036,True,N322,306.88306227470315,55721.0,36800.0,,D1,287.0,55721.0,36800.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7525.677809271005,10800.0,12517.38,-67542.07
C267,,,,,5,demand_change,14303.537825157442,3503.537825157442,True,N322,270.0980947413801,54540.0,35291.0,,D1,271.0,54540.0,35291.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,9133.424872766942,10800.0,16622.78,-3699.43
C279,,,,,6,demand_change,18262.908289202012,7462.908289202012,True,N322,604.7870688703297,58011.0,37549.0,,D1,630.0,58011.0,37549.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,9717.029456630504,10800.0,44532.3,-37893.78
N_S2_001,C351,True,L-main-threeshift-200c-01,1378.0,7,add,,,True,N322,689.0,56058.0,36385.0,1378.0,,0.0,56058.0,36385.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,10600.05182599218,10800.0,6747.05,29455.33
N_S2_002,C320,True,L-main-threeshift-200c-01,578.0,8,add,,,True,N322,289.0,57235.0,37653.0,578.0,,0.0,57235.0,37653.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,13037.068050803175,15640.053381280775,24709.44,-44709.1
N_S2_003,C039,True,L-main-threeshift-200c-01,1108.0,9,add,,,True,N322,554.0,22853.0,3093.0,1108.0,,0.0,22853.0,3093.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,13103.444190507616,15640.053381280775,-28961.71,26928.88
