alternate_direct_cv_feasible,best_alternate_direct_cv_roundtrip_km,best_alternate_minus_owner_roundtrip_km,customer_id,demand_kg,direct_cv_reachable_depot_count,direct_cv_reachable_depots_json,direct_cv_roundtrip_km_by_depot_json,due_second,instance_id,owner_depot_id,owner_direct_cv_feasible,owner_direct_cv_roundtrip_km,ready_second,region
True,584.0015450920121,520.0307314412271,C070,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 584.0015450920121, ""D_chongqing"": 63.970813650785}",58148.832839999995,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,63.970813650785,55597.633740000005,cy
True,567.112435065875,475.90546343727806,C071,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.112435065875, ""D_chongqing"": 91.206971628597}",51246.776699999995,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,91.206971628597,47952.54456,cy
True,581.3131432813459,509.5094877632489,C072,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.3131432813459, ""D_chongqing"": 71.803655518097}",57124.17966,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,71.803655518097,53825.577659999995,cy
True,578.661149756928,509.28632351118904,C073,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 578.661149756928, ""D_chongqing"": 69.374826245739}",49052.37042,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,69.374826245739,46093.81362,cy
True,583.41973926861,521.383406760397,C074,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.41973926861, ""D_chongqing"": 62.036332508213}",50929.04472,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,62.036332508213,48128.65524,cy
True,573.634158968027,502.86320456212104,C075,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.634158968027, ""D_chongqing"": 70.770954405906}",52047.824400000005,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,70.770954405906,48970.16994,cy
True,585.512837548628,524.200565682636,C076,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 585.512837548628, ""D_chongqing"": 61.312271865992}",47274.65952,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,61.312271865992,44792.13384,cy
True,572.1661607245051,494.00382280282906,C077,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 572.1661607245051, ""D_chongqing"": 78.162337921676}",56282.70168,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,78.162337921676,53366.683619999996,cy
True,568.75125977523,483.232409958757,C078,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.75125977523, ""D_chongqing"": 85.518849816473}",56619.562860000005,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,85.518849816473,54139.97472,cy
True,581.826741882338,514.6068987889929,C079,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.826741882338, ""D_chongqing"": 67.219843093345}",47769.56478,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.219843093345,44229.04698,cy
True,582.642588601156,513.976794831972,C080,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.642588601156, ""D_chongqing"": 68.665793769184}",55245.35274,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,68.665793769184,53105.69214,cy
True,586.17766671277,521.45587880252,C081,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.17766671277, ""D_chongqing"": 64.72178791025}",50600.90418,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,64.72178791025,48048.97206,cy
True,570.816595774075,503.474973996554,C082,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 570.816595774075, ""D_chongqing"": 67.341621777521}",46068.772079999995,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.341621777521,43675.346280000005,cy
True,586.598311942306,528.321932009764,C083,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.598311942306, ""D_chongqing"": 58.276379932542}",59924.0274,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,58.276379932542,56430.94734,cy
True,564.261680578891,483.3949665339329,C084,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 564.261680578891, ""D_chongqing"": 80.866714044958}",53134.83024,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,80.866714044958,49858.95324,cy
True,569.419764498446,484.6505763053341,C085,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 569.419764498446, ""D_chongqing"": 84.769188193112}",43610.96082,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,84.769188193112,40895.08356,cy
True,573.3398923714201,502.34737784672006,C086,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.3398923714201, ""D_chongqing"": 70.9925145247}",52047.824400000005,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,70.9925145247,48970.16994,cy
True,586.739042535073,520.0504394705121,C087,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.739042535073, ""D_chongqing"": 66.68860306456101}",53587.4859,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,66.68860306456101,50357.18826,cy
True,586.0710767431281,524.3726866076161,C088,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.0710767431281, ""D_chongqing"": 61.69839013551201}",51033.847200000004,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,61.69839013551201,47616.673859999995,cy
True,573.839318988643,495.73609388885694,C089,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.839318988643, ""D_chongqing"": 78.10322509978602}",51472.4493,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,78.10322509978602,48589.2774,cy
True,564.7993622375519,486.0808548145769,C090,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 564.7993622375519, ""D_chongqing"": 78.71850742297501}",51170.740920000004,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,78.71850742297501,49070.72268,cy
True,567.902753837404,496.31509063575504,C091,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.902753837404, ""D_chongqing"": 71.58766320164901}",57751.99962,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,71.58766320164901,55364.92746,cy
True,583.01370659719,515.059876585985,C092,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.01370659719, ""D_chongqing"": 67.953830011205}",55969.834559999996,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.953830011205,54134.51676,cy
True,587.660543405937,522.673999636508,C093,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 587.660543405937, ""D_chongqing"": 64.986543769429}",46252.02804,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,64.986543769429,43996.92468,cy
True,580.9378247649221,513.5268878499971,C094,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 580.9378247649221, ""D_chongqing"": 67.410936914925}",52178.128260000005,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.410936914925,50109.11004,cy
True,583.4800472828359,521.344183607097,C095,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.4800472828359, ""D_chongqing"": 62.135863675739}",60187.40436,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,62.135863675739,57344.02314,cy
True,571.0050587004591,490.6045323647641,C096,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 571.0050587004591, ""D_chongqing"": 80.400526335695}",57034.71162,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,80.400526335695,54290.415960000006,cy
True,582.642588677736,513.9767948319719,C097,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.642588677736, ""D_chongqing"": 68.66579384576401}",57034.71162,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,68.66579384576401,54290.415960000006,cy
True,570.067597159069,497.314180287083,C098,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 570.067597159069, ""D_chongqing"": 72.753416871986}",52082.89134,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.753416871986,50258.14512,cy
True,560.8018363359461,476.7902184023101,C099,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 560.8018363359461, ""D_chongqing"": 84.011617933636}",62627.74308000001,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,84.011617933636,59297.71338,cy
True,570.9563142758541,505.0106399837041,C100,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 570.9563142758541, ""D_chongqing"": 65.94567429215}",51962.984039999996,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,65.94567429215,49921.7421,cy
True,585.909888618628,524.482200845457,C101,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 585.909888618628, ""D_chongqing"": 61.427687773170994}",51135.85716,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,61.427687773170994,48781.44294,cy
True,573.761597676629,501.514126855341,C102,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.761597676629, ""D_chongqing"": 72.247470821288}",50888.0016,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.247470821288,48323.65626,cy
True,563.712911537315,481.987033969082,C103,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 563.712911537315, ""D_chongqing"": 81.725877568233}",62782.53306,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,81.725877568233,59972.44206,cy
True,573.136221139606,499.78679006239605,C104,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.136221139606, ""D_chongqing"": 73.34943107721}",50285.09286,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,73.34943107721,46864.495200000005,cy
True,568.539063826354,482.362042271836,C105,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.539063826354, ""D_chongqing"": 86.17702155451799}",52341.69762,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,86.17702155451799,49024.568400000004,cy
True,569.841806733723,484.80875012731303,C106,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 569.841806733723, ""D_chongqing"": 85.03305660641001}",60097.92264,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,85.03305660641001,57347.3754,cy
True,577.534163799816,499.58051342012106,C107,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 577.534163799816, ""D_chongqing"": 77.95365037969499}",52407.1617,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,77.95365037969499,49914.96564,cy
True,586.877664096493,520.223537462346,C108,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.877664096493, ""D_chongqing"": 66.654126634147}",47455.46688,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,66.654126634147,44653.11492,cy
True,583.405777808041,521.2834131111659,C109,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.405777808041, ""D_chongqing"": 62.122364696874996}",64388.99982,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,62.122364696874996,62230.888439999995,cy
True,582.26221439523,514.751173075367,C110,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.26221439523, ""D_chongqing"": 67.511041319863}",52586.44062,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.511041319863,49705.61916,cy
True,567.930359434552,487.79020289601,C111,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.930359434552, ""D_chongqing"": 80.14015653854202}",49232.33766,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,80.14015653854202,46515.79662,cy
True,586.0693277885621,520.1008965632881,C112,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.0693277885621, ""D_chongqing"": 65.968431225274}",64891.61556,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,65.968431225274,61654.74642,cy
True,571.2970297311151,488.03246616989213,C113,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 571.2970297311151, ""D_chongqing"": 83.26456356122301}",63568.07400000001,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,83.26456356122301,60155.94258,cy
True,575.109818312702,512.118283885574,C114,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 575.109818312702, ""D_chongqing"": 62.991534427128}",58322.687640000004,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,62.991534427128,56242.01064,cy
True,578.37554454911,514.063193384457,C115,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 578.37554454911, ""D_chongqing"": 64.312351164653}",63644.292839999995,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,64.312351164653,60052.21362,cy
True,567.941413994212,487.79020289601,C116,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.941413994212, ""D_chongqing"": 80.15121109820201}",58681.8456,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,80.15121109820201,55312.4979,cy
True,572.183763587231,501.53930149911,C117,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 572.183763587231, ""D_chongqing"": 70.644462088121}",51173.16696,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,70.644462088121,48183.77352,cy
True,558.4303513114149,474.31331153300596,C118,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 558.4303513114149, ""D_chongqing"": 84.11703977840901}",47877.69864,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,84.11703977840901,44451.31188,cy
True,567.147947709233,490.999067790384,C119,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.147947709233, ""D_chongqing"": 76.148879918849}",66551.79312,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,76.148879918849,63170.5281,cy
True,569.935303057703,504.46164565743595,C120,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 569.935303057703, ""D_chongqing"": 65.473657400267}",47286.22188,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,65.473657400267,45271.16022,cy
True,565.95693647343,493.315201958013,C121,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 565.95693647343, ""D_chongqing"": 72.641734515417}",51214.44906,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.641734515417,49073.70678,cy
True,587.604478435633,525.7898725554201,C122,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 587.604478435633, ""D_chongqing"": 61.814605880213}",62124.561720000005,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,61.814605880213,59129.1459,cy
True,583.01370658581,515.0598765859851,C123,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.01370658581, ""D_chongqing"": 67.953829999825}",55622.11608,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.953829999825,53328.78312,cy
True,584.487321669289,522.582621836995,C124,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 584.487321669289, ""D_chongqing"": 61.904699832294}",45708.46032,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,61.904699832294,42181.430459999996,cy
True,580.0089314128791,501.85848374809507,C125,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 580.0089314128791, ""D_chongqing"": 78.15044766478401}",50600.90418,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,78.15044766478401,48048.97206,cy
True,574.277278012014,502.264543907779,C126,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 574.277278012014, ""D_chongqing"": 72.01273410423501}",57963.91128,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.01273410423501,55187.18304,cy
True,534.122007090667,439.86879361034,C127,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 534.122007090667, ""D_chongqing"": 94.253213480327}",47455.46688,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,94.253213480327,44653.11492,cy
True,574.428234942387,503.176847060534,C128,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 574.428234942387, ""D_chongqing"": 71.251387881853}",51657.98022,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,71.251387881853,49589.077860000005,cy
True,577.4035563311539,503.91380378265694,C129,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 577.4035563311539, ""D_chongqing"": 73.489752548497}",63271.019819999994,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,73.489752548497,60734.39256,cy
True,558.912869658829,466.018414978911,C130,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 558.912869658829, ""D_chongqing"": 92.894454679918}",57869.2089,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,92.894454679918,55187.58324,cy
True,591.4877565922609,544.12559054024,C131,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 591.4877565922609, ""D_chongqing"": 47.362166052020996}",58909.426139999996,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,47.362166052020996,55562.401620000004,cy
True,560.333977306426,477.43099319233306,C132,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 560.333977306426, ""D_chongqing"": 82.902984114093}",49173.8223,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,82.902984114093,46937.60682,cy
True,581.9569379183059,515.0851489354019,C133,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.9569379183059, ""D_chongqing"": 66.87178898290401}",49266.4668,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,66.87178898290401,46209.09702,cy
True,591.8300160255111,540.1988414584531,C134,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 591.8300160255111, ""D_chongqing"": 51.631174567058}",64536.608940000006,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,51.631174567058,61790.716980000005,cy
True,581.4433232003581,513.1743155215681,C135,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.4433232003581, ""D_chongqing"": 68.26900767879}",44617.93068,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,68.26900767879,41358.39318,cy
True,581.8267418445579,514.6068987889929,C136,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.8267418445579, ""D_chongqing"": 67.219843055565}",49564.35774,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.219843055565,45984.4128,cy
True,567.935254306777,497.52632577376,C137,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.935254306777, ""D_chongqing"": 70.40892853301699}",53768.0193,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,70.40892853301699,50597.6013,cy
True,576.714594226474,503.913803782657,C138,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 576.714594226474, ""D_chongqing"": 72.80079044381701}",50824.30446,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.80079044381701,48539.37522,cy
True,580.927685033929,513.862192791914,C139,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 580.927685033929, ""D_chongqing"": 67.065492242015}",54516.68718,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.065492242015,51200.79318,cy
True,556.3675344147409,475.56900133637595,C140,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 556.3675344147409, ""D_chongqing"": 80.798533078365}",57610.16712,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,80.798533078365,55477.07298,cy
True,574.577781889457,503.658092192573,C141,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 574.577781889457, ""D_chongqing"": 70.919689696884}",48747.6486,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,70.919689696884,45175.3899,cy
True,586.19116126112,524.076166923417,C142,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.19116126112, ""D_chongqing"": 62.114994337703}",45301.2585,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,62.114994337703,42353.00424,cy
True,570.513272460187,493.22055678868895,C143,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 570.513272460187, ""D_chongqing"": 77.29271567149799}",52045.98738,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,77.29271567149799,48964.370039999994,cy
True,581.8829343493139,516.1832890085519,C144,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.8829343493139, ""D_chongqing"": 65.699645340762}",59635.43784,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,65.699645340762,56992.18074,cy
True,581.170032817788,512.6605691673609,C145,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.170032817788, ""D_chongqing"": 68.50946365042701}",52005.24516,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,68.50946365042701,49508.64666,cy
True,573.733909131249,501.514126855341,C146,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.733909131249, ""D_chongqing"": 72.219782275908}",66434.37180000001,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.219782275908,63166.11642,cy
True,568.751259695754,483.232409958757,C147,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.751259695754, ""D_chongqing"": 85.518849736997}",51585.23622,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,85.518849736997,48528.16128,cy
True,583.621334947121,511.513623518835,C148,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.621334947121, ""D_chongqing"": 72.107711428286}",52169.01102,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,72.107711428286,49125.1086,cy
True,583.013706590334,515.059876585985,C149,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.013706590334, ""D_chongqing"": 67.953830004349}",60577.42554,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,67.953830004349,57603.71796,cy
True,568.779006159559,479.981824614619,C150,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.779006159559, ""D_chongqing"": 88.79718154494}",61473.80628,cn-cy-150c-02-V2-LOCATIONS,D_chongqing,True,88.79718154494,57969.44562,cy
True,665.123646092399,603.006993159911,C001,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 62.116652932487995, ""D_chongqing"": 665.123646092399}",50955.14226,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,62.116652932487995,47672.803080000005,cy
True,654.416179199302,609.8658294842329,C002,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 44.550349715069004, ""D_chongqing"": 654.416179199302}",55430.41512,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,44.550349715069004,53261.89356,cy
True,655.566983993504,605.974183055386,C003,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.592800938118, ""D_chongqing"": 655.566983993504}",50950.36458,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,49.592800938118,48640.348379999996,cy
True,657.4963958386569,606.0153487253349,C004,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 51.481047113322, ""D_chongqing"": 657.4963958386569}",51703.618800000004,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,51.481047113322,48842.248439999996,cy
True,658.5281854286951,605.9741830553861,C005,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 52.554002373309, ""D_chongqing"": 658.5281854286951}",56388.54366,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,52.554002373309,54086.68356,cy
True,657.8851924069161,604.256764790697,C006,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 53.628427616219, ""D_chongqing"": 657.8851924069161}",61564.66494,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,53.628427616219,58382.267459999995,cy
True,654.8636320600169,605.6843199923819,C007,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.179312067635, ""D_chongqing"": 654.8636320600169}",50708.3886,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,49.179312067635,47815.625400000004,cy
True,655.860924485809,606.596171902991,C008,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.264752582818, ""D_chongqing"": 655.860924485809}",53356.919519999996,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,49.264752582818,50387.2851,cy
True,650.8242479827791,602.1567999937411,C009,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 48.667447989038, ""D_chongqing"": 650.8242479827791}",62310.01632,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,48.667447989038,59766.90258,cy
True,674.31595275366,618.650696736445,C010,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 55.665256017215, ""D_chongqing"": 674.31595275366}",51246.776699999995,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,55.665256017215,47952.54456,cy
True,661.5200574437271,607.8466998877041,C011,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 53.67335755602299, ""D_chongqing"": 661.5200574437271}",51275.64636,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,53.67335755602299,48079.92474,cy
True,655.921813485451,606.881443367952,C012,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.040370117498995, ""D_chongqing"": 655.921813485451}",44753.850000000006,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,49.040370117498995,42244.53138,cy
True,664.768529151485,604.639140413488,C013,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 60.129388737997, ""D_chongqing"": 664.768529151485}",45247.38186,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,60.129388737997,43414.90692,cy
True,654.6898053936669,602.6070645167679,C014,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 52.082740876898995, ""D_chongqing"": 654.6898053936669}",62518.35024000001,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,52.082740876898995,59296.62036,cy
True,652.841644108388,602.931941334576,C015,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.90970277381199, ""D_chongqing"": 652.841644108388}",62600.660579999996,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,49.90970277381199,60719.82408,cy
True,651.1972305616599,602.551209545008,C016,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 48.646021016652, ""D_chongqing"": 651.1972305616599}",46707.09384,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,48.646021016652,43207.560059999996,cy
True,654.989119792779,606.881443367952,C017,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 48.107676424827005, ""D_chongqing"": 654.989119792779}",47211.737100000006,cn-cy-150c-03-V2-LOCATIONS,D_chengdu,True,48.107676424827005,44904.26208,cy
