记录类型,面板,节点ID,节点类型,纬度,经度,所属企业,路线ID,弧序号,起点,终点,实体车,车型,所属车场,来源文件,来源字段,源文件SHA256
节点,(a)节点分布,S_OSM_NODE_3070065554,station,39.9498530,116.2757593,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_3504800787,station,39.9338609,116.4462653,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_3519076181,station,39.9371636,116.4330789,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_4150343579,station,39.7652609,116.4697967,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_4150343582,station,39.7654389,116.4643351,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_4253770991,station,39.9507670,116.3583417,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_4464442989,station,40.0011386,116.4779505,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_4692215394,station,39.7632337,116.5029395,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_5140994291,station,39.9681200,116.4844569,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_5202392538,station,39.8742257,116.0341278,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_5768583691,station,39.9831072,116.4463068,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_6320185277,station,39.8416256,116.3022198,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_6320185278,station,39.9498732,116.4686688,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_7589780157,station,39.9231375,116.4106834,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_8332784355,station,39.8687072,116.6908762,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_8856721059,station,40.0389258,116.3547147,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_8892632420,station,39.9671626,116.2171005,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9090692039,station,39.9695187,116.4141164,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9090692040,station,39.9695830,116.4141099,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9090692041,station,39.9695854,116.4140196,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9090692042,station,39.9695879,116.4139260,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9090692043,station,39.9695805,116.4138260,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9403988303,station,39.9525167,116.2298876,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9695040253,station,40.0967134,116.2817851,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9773881323,station,40.0761627,116.2909115,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9959208321,station,39.9832333,116.3045436,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9973813039,station,40.0116024,116.4697992,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9974033318,station,39.9877088,116.3941240,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9974108156,station,40.0502175,116.4066543,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9974121427,station,39.9960673,116.4313568,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_NODE_9988701604,station,39.9810743,116.4982634,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1147635224,station,39.9165470,116.5276880,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1347678396,station,39.9908284,116.4167307,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1348314458,station,39.9963312,116.4316194,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1354878286,station,39.8545393,116.3016293,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1375595588,station,39.9605802,116.3547348,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1375595589,station,39.9635416,116.3500820,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1375595590,station,39.9624142,116.3496009,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1375837507,station,39.9616803,116.3496565,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1375860721,station,39.9628635,116.3517664,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1376014650,station,39.9856076,116.2982723,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1376105798,station,39.9632040,116.3516870,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1377991210,station,39.9631733,116.3526930,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1378820153,station,39.8064528,116.3956189,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1388502962,station,39.9608344,116.3607088,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1388502963,station,39.9610375,116.3636748,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1390448211,station,40.0458186,116.4133923,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,S_OSM_WAY_1423781322,station,39.8575401,116.5600802,SHARED,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
