path,artifact_kinds,artifact_count,last_modified,has_raw_runs_csv,csv_rows,has_seed_column,instance_ids,solver_path,solver_path_evidence,fingerprint_a_attempts,fingerprint_a_completed,fingerprint_b_groups,fingerprint_b_groups_with_single_value,fingerprint_b_grouping_keys,fingerprint_c_result,classification,classification_evidence
baselines/algorithm_prototypes/tailored_dp_vns_20260725/direct_improvement_gate_v1,csv:1;json:6;md:1,8,2026-07-25T13:36:08+08:00,true,3,false,cn-cy-150c-03-V2-LOCATIONS|cn-jjj-25c-02-V2-LOCATIONS|cn-prd-100c-03-V2-LOCATIONS,未归类,baselines/algorithm_prototypes/tailored_dp_vns_20260725/direct_improvement_gate_v1/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/tailored_dp_vns_20260725/direct_improvement_gate_v1/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['instance_id', 'input_objective', 'final_objective', 'improvement', 'improvement_pct', 'improved', 'complete_evaluations', 'feasible_evaluations', 'infeasible_evaluations', 'duplicate_evaluations', 'duplicate_fraction', 'elapsed_seconds', 'stop_reason']",不适用：该包无seed或同义逐单元种子列,UNDETERMINED,baselines/algorithm_prototypes/tailored_dp_vns_20260725/direct_improvement_gate_v1/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/g0_gate,csv:1;json:5;md:2;py:3,11,2026-07-25T22:22:16+08:00,true,6,false,cn-jjj-100c-02-V2-LOCATIONS|cn-prd-200c-01-V2-LOCATIONS|cn-prd-50c-02-V2-LOCATIONS,P3,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/g0_gate/worker.py:21: from setp_solver.algorithms.resetp_alns.support.charging import ( # noqa: E402,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/g0_gate/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['instance_id', 'arm', 'status', 'scientific_outcome_available', 'error_type', 'error']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/g0_gate/worker.py:21: from setp_solver.algorithms.resetp_alns.support.charging import ( # noqa: E402；求解路径=P3，不含P1
baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/resource_activity_audit_v1,csv:2;json:3;md:1;py:1,7,2026-07-25T22:22:16+08:00,true,810,true,cn-cy-100c-01-V2-LOCATIONS|cn-cy-100c-02-V2-LOCATIONS|cn-cy-100c-03-V2-LOCATIONS|cn-cy-10c-01-V2-LOCATIONS|cn-cy-10c-02-V2-LOCATIONS|cn-cy-10c-03-V2-LOCATIONS|cn-cy-150c-01-V2-LOCATIONS|cn-cy-150c-02-V2-LOCATIONS|cn-cy-150c-03-V2-LOCATIONS|cn-cy-15c-01-V2-LOCATIONS|cn-cy-15c-02-V2-LOCATIONS|cn-cy-15c-03-V2-LOCATIONS|cn-cy-200c-01-V2-LOCATIONS|cn-cy-200c-02-V2-LOCATIONS|cn-cy-200c-03-V2-LOCATIONS|cn-cy-20c-01-V2-LOCATIONS|cn-cy-20c-02-V2-LOCATIONS|cn-cy-20c-03-V2-LOCATIONS|cn-cy-25c-01-V2-LOCATIONS|cn-cy-25c-02-V2-LOCATIONS|cn-cy-25c-03-V2-LOCATIONS|cn-cy-50c-01-V2-LOCATIONS|cn-cy-50c-02-V2-LOCATIONS|cn-cy-50c-03-V2-LOCATIONS|cn-cy-75c-01-V2-LOCATIONS|cn-cy-75c-02-V2-LOCATIONS|cn-cy-75c-03-V2-LOCATIONS|cn-jjj-100c-01-V2-LOCATIONS|cn-jjj-100c-02-V2-LOCATIONS|cn-jjj-100c-03-V2-LOCATIONS|cn-jjj-10c-01-V2-LOCATIONS|cn-jjj-10c-02-V2-LOCATIONS|cn-jjj-10c-03-V2-LOCATIONS|cn-jjj-150c-01-V2-LOCATIONS|cn-jjj-150c-02-V2-LOCATIONS|cn-jjj-150c-03-V2-LOCATIONS|cn-jjj-15c-01-V2-LOCATIONS|cn-jjj-15c-02-V2-LOCATIONS|cn-jjj-15c-03-V2-LOCATIONS|cn-jjj-200c-01-V2-LOCATIONS|cn-jjj-200c-02-V2-LOCATIONS|cn-jjj-200c-03-V2-LOCATIONS|cn-jjj-20c-01-V2-LOCATIONS|cn-jjj-20c-02-V2-LOCATIONS|cn-jjj-20c-03-V2-LOCATIONS|cn-jjj-25c-01-V2-LOCATIONS|cn-jjj-25c-02-V2-LOCATIONS|cn-jjj-25c-03-V2-LOCATIONS|cn-jjj-50c-01-V2-LOCATIONS|cn-jjj-50c-02-V2-LOCATIONS|cn-jjj-50c-03-V2-LOCATIONS|cn-jjj-75c-01-V2-LOCATIONS|cn-jjj-75c-02-V2-LOCATIONS|cn-jjj-75c-03-V2-LOCATIONS|cn-prd-100c-01-V2-LOCATIONS|cn-prd-100c-02-V2-LOCATIONS|cn-prd-100c-03-V2-LOCATIONS|cn-prd-10c-01-V2-LOCATIONS|cn-prd-10c-02-V2-LOCATIONS|cn-prd-10c-03-V2-LOCATIONS|cn-prd-150c-01-V2-LOCATIONS|cn-prd-150c-02-V2-LOCATIONS|cn-prd-150c-03-V2-LOCATIONS|cn-prd-15c-01-V2-LOCATIONS|cn-prd-15c-02-V2-LOCATIONS|cn-prd-15c-03-V2-LOCATIONS|cn-prd-200c-01-V2-LOCATIONS|cn-prd-200c-02-V2-LOCATIONS|cn-prd-200c-03-V2-LOCATIONS|cn-prd-20c-01-V2-LOCATIONS|cn-prd-20c-02-V2-LOCATIONS|cn-prd-20c-03-V2-LOCATIONS|cn-prd-25c-01-V2-LOCATIONS|cn-prd-25c-02-V2-LOCATIONS|cn-prd-25c-03-V2-LOCATIONS|cn-prd-50c-01-V2-LOCATIONS|cn-prd-50c-02-V2-LOCATIONS|cn-prd-50c-03-V2-LOCATIONS|cn-prd-75c-01-V2-LOCATIONS|cn-prd-75c-02-V2-LOCATIONS|cn-prd-75c-03-V2-LOCATIONS,P5,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/resource_activity_audit_v1/metadata.json:/mode=READ_ONLY_ZERO_SEARCH_DESCRIPTIVE_AUDIT,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/resource_activity_audit_v1/raw_runs.csv; keys=['instance_id', 'arm', 'customer_count', 'ev_customer_share']; seed=['seed']; values=[]; seed_counts={}",该包无此信息：没有可用的目标值或路线结构值列,NO_SEARCH,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/resource_activity_audit_v1/metadata.json:/mode=READ_ONLY_ZERO_SEARCH_DESCRIPTIVE_AUDIT；包内记录为零搜索
baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/t0_engineering_gate,csv:2;json:3;md:1;py:2,8,2026-07-25T22:22:16+08:00,true,24,true,cn-jjj-100c-02-V2-LOCATIONS|cn-prd-200c-01-V2-LOCATIONS|cn-prd-50c-02-V2-LOCATIONS,未归类,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/t0_engineering_gate/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,7,3,"source=baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/t0_engineering_gate/raw_runs.csv; keys=['instance_id', 'customer_count']; seed=['seed']; values=['dp_proxy_cost']; seed_counts={2: 7}",不适用：该包无迭代或评价预算列,UNDETERMINED,baselines/algorithm_prototypes/type_aware_resource_chromosome_20260725/t0_engineering_gate/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate,csv:1;json:6;md:2,9,2026-07-19T08:19:40+08:00,true,16,false,该包无此信息,P3,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_bounded_dual_view_archive_behavior_gate.py:53: from setp_solver.algorithms.resetp_alns.kernel.winner import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_bounded_dual_view_archive_behavior_gate.py:148: default=HERE / ""bounded_dual_view_archive_behavior_gate"",",该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['mode', 'budget', 'enabled', 'start_cost', 'evaluations', 'candidate_scores', 'actual_moves', 'raw_cost', 'final_cost', 'raw_exact_signature', 'raw_skeleton_signature', 'history_fingerprint', 'operator_fingerprint', 'main_rng_fingerprint', 'selector_rng_fingerprint', 'prescore_count', 'prescore_reference_replays', 'archive_count', 'archive_completion_call_count', 'archive_completion_reference_replays', 'raw_search_independent_replays', 'selected_final_independent_replays', 'independent_final_replays', 'post_search_full_solution_replays', 'route_local_exact_evaluations', 'route_proxy_evaluations', 'route_local_schedule_evaluations', 'mechanism_feasibility_checks', 'mechanism_candidate_evaluations', 'worker_recomputed_cost', 'worker_elapsed_seconds']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_bounded_dual_view_archive_behavior_gate.py:53: from setp_solver.algorithms.resetp_alns.kernel.winner import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_bounded_dual_view_archive_behavior_gate.py:148: default=HERE / ""bounded_dual_view_archive_behavior_gate"",；求解路径=P3，不含P1"
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt1_control_prescore,csv:1;json:5;md:2,8,2026-07-19T08:06:23+08:00,true,16,false,该包无此信息,P3,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt1_control_prescore/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt1_control_prescore/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['mode', 'budget', 'enabled', 'evaluations', 'candidate_scores', 'actual_moves', 'raw_cost', 'final_cost', 'raw_exact_signature', 'raw_skeleton_signature', 'history_fingerprint', 'operator_fingerprint', 'main_rng_fingerprint', 'selector_rng_fingerprint', 'prescore_count', 'archive_count', 'mechanism_candidate_evaluations', 'worker_elapsed_seconds']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt1_control_prescore/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497；求解路径=P3，不含P1
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt2_underreported_ledgers,csv:1;json:5;md:2,8,2026-07-19T08:06:23+08:00,true,16,false,该包无此信息,P3,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt2_underreported_ledgers/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt2_underreported_ledgers/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['mode', 'budget', 'enabled', 'evaluations', 'candidate_scores', 'actual_moves', 'raw_cost', 'final_cost', 'raw_exact_signature', 'raw_skeleton_signature', 'history_fingerprint', 'operator_fingerprint', 'main_rng_fingerprint', 'selector_rng_fingerprint', 'prescore_count', 'archive_count', 'mechanism_candidate_evaluations', 'worker_elapsed_seconds']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt2_underreported_ledgers/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497；求解路径=P3，不含P1
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt4_missing_hard_assertions,csv:1;json:5;md:2,8,2026-07-19T08:06:23+08:00,true,16,false,该包无此信息,P3,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt4_missing_hard_assertions/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt4_missing_hard_assertions/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['mode', 'budget', 'enabled', 'start_cost', 'evaluations', 'candidate_scores', 'actual_moves', 'raw_cost', 'final_cost', 'raw_exact_signature', 'raw_skeleton_signature', 'history_fingerprint', 'operator_fingerprint', 'main_rng_fingerprint', 'selector_rng_fingerprint', 'prescore_count', 'prescore_reference_replays', 'archive_count', 'archive_completion_call_count', 'archive_completion_reference_replays', 'raw_search_independent_replays', 'selected_final_independent_replays', 'independent_final_replays', 'post_search_full_solution_replays', 'route_local_exact_evaluations', 'route_proxy_evaluations', 'route_local_schedule_evaluations', 'mechanism_feasibility_checks', 'mechanism_candidate_evaluations', 'worker_recomputed_cost', 'worker_elapsed_seconds']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt4_missing_hard_assertions/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497；求解路径=P3，不含P1
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt5_appledouble_detected,csv:1;json:5;md:2,8,2026-07-19T08:12:37+08:00,true,16,false,该包无此信息,P3,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt5_appledouble_detected/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt5_appledouble_detected/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['mode', 'budget', 'enabled', 'start_cost', 'evaluations', 'candidate_scores', 'actual_moves', 'raw_cost', 'final_cost', 'raw_exact_signature', 'raw_skeleton_signature', 'history_fingerprint', 'operator_fingerprint', 'main_rng_fingerprint', 'selector_rng_fingerprint', 'prescore_count', 'prescore_reference_replays', 'archive_count', 'archive_completion_call_count', 'archive_completion_reference_replays', 'raw_search_independent_replays', 'selected_final_independent_replays', 'independent_final_replays', 'post_search_full_solution_replays', 'route_local_exact_evaluations', 'route_proxy_evaluations', 'route_local_schedule_evaluations', 'mechanism_feasibility_checks', 'mechanism_candidate_evaluations', 'worker_recomputed_cost', 'worker_elapsed_seconds']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_invalid_attempt5_appledouble_detected/metadata.json:/source_hashes/solver/src/setp_solver/algorithms/resetp_alns/kernel/winner.py=b2cdcdad3842be4161008b7e940ade53a437536ad8e5f1adf4b214cdec871497；求解路径=P3，不含P1
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_monitor,json:6;log:1,7,2026-07-19T08:14:12+08:00,false,该包无此信息,false,该包无此信息,未归类,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_monitor/done.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,该包无此信息,该包无此信息,该包无逐单元原始记录CSV,该包无此信息：无逐单元原始记录CSV,UNDETERMINED,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_behavior_gate_monitor/done.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_p1_failure_audit,csv:1;json:3;md:1,5,2026-07-19T09:02:24+08:00,true,1,false,该包无此信息,未归类,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_p1_failure_audit/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_p1_failure_audit/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['record_type', 'status', 'usable_score_count', 'reason']",不适用：该包无seed或同义逐单元种子列,UNDETERMINED,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/bounded_dual_view_archive_p1_failure_audit/metadata.json:未出现可区分P1-P4的engine、源文件、runner导入或调用字段，且无明确零搜索字段；缺失信息：缺少可区分P1-P5的engine、源文件绑定或runner调用证据
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/contextual_expert_behavior_gate,csv:1;json:5;md:2,8,2026-07-19T07:01:07+08:00,true,24,true,该包无此信息,P3,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:58: from setp_solver.algorithms.resetp_alns.support.construction import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:91: P0_DIR = HERE / ""contextual_expert_behavior_gate""",该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/contextual_expert_behavior_gate/raw_runs.csv; keys=['budget']; seed=['seed']; values=['final_cost', 'objective_match']; seed_counts={}",未成立：可比较组=1，逐位单值组=0，迭代或评价预算列=['budget'],NOT_AFFECTED_PATH,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:58: from setp_solver.algorithms.resetp_alns.support.construction import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:91: P0_DIR = HERE / ""contextual_expert_behavior_gate""；求解路径=P3，不含P1"
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/contextual_expert_p1_training_gate,csv:1;json:5;md:2,8,2026-07-19T07:15:12+08:00,true,6,true,L-main-threeshift-20c-01|L-main-threeshift-25c-01|L-main-threeshift-50c-01,P3,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:58: from setp_solver.algorithms.resetp_alns.support.construction import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:148: default=HERE / ""contextual_expert_p1_training_gate"",",该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/contextual_expert_p1_training_gate/raw_runs.csv; keys=['instance', 'arm', 'algorithm', 'budget', 'terminal_completion_enabled']; seed=['seed']; values=['objective_match']; seed_counts={}",不适用：存在迭代或评价预算列['budget']，但没有同种子同配置的不同预算组,NOT_AFFECTED_PATH,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:58: from setp_solver.algorithms.resetp_alns.support.construction import (  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_contextual_expert_p1_training_gate.py:148: default=HERE / ""contextual_expert_p1_training_gate"",；求解路径=P3，不含P1"
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate,csv:1;json:4;md:1,6,2026-07-19T11:12:48+08:00,true,1,false,该包无此信息,P3,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_electrification_relocate_resize_behavior_gate.py:48: import setp_solver.algorithms.resetp_alns.kernel.winner as winner_module  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_electrification_relocate_resize_behavior_gate.py:75: HERE / ""electrification_relocate_resize_behavior_gate""",该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['status', 'exception_type', 'message']",不适用：该包无seed或同义逐单元种子列,NOT_AFFECTED_PATH,"baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_electrification_relocate_resize_behavior_gate.py:48: import setp_solver.algorithms.resetp_alns.kernel.winner as winner_module  # noqa: E402；输出目录关联 baselines/algorithm_prototypes/unified_mechanism_alns_20260719/run_electrification_relocate_resize_behavior_gate.py:75: HERE / ""electrification_relocate_resize_behavior_gate""；求解路径=P3，不含P1"
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate_execution_recovery_v2,csv:1;json:5;md:1,7,2026-07-19T11:47:41+08:00,true,2,false,L-main-threeshift-20c-01|L-main-threeshift-25c-01,P5,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate_execution_recovery_v2/raw_runs.csv:列 complete_route_search_evaluations 全部为0（2行）,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate_execution_recovery_v2/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['scenario', 'instance', 'source_arm', 'source_cost', 'final_cost', 'objective_delta', 'improvement_percent', 'source_cv_routes', 'final_cv_routes', 'cv_route_reduction', 'changed', 'feasible', 'enumerated_moves', 'neutral_feasible_moves', 'unique_neutral_moves', 'prescored_moves', 'prescore_selected_moves', 'terminal_completion_calls', 'counterfactual_terminal_completion_calls', 'total_terminal_completion_calls', 'terminal_full_solution_replays', 'terminal_route_local_exact_evaluations', 'terminal_route_proxy_evaluations', 'terminal_route_local_schedule_evaluations', 'terminal_feasibility_checks', 'counterfactual_full_solution_replays', 'counterfactual_feasibility_checks', 'counterfactual_independent_replays', 'exact_candidate_independent_replays', 'exact_candidate_feasibility_checks', 'source_full_solution_replays', 'source_feasibility_checks', 'neutral_candidate_attempts', 'neutral_feasibility_checks', 'neutral_normalization_failures', 'final_independent_replays', 'final_feasibility_checks', 'total_full_solution_replays', 'total_feasibility_checks', 'accepted_move_count', 'accepted_structure_change_count', 'accepted_segment_lengths_json', 'accepted_all_declared_transfer_verified', 'accepted_all_completed_transfer_verified', 'accepted_all_source_cv_to_ev', 'accepted_all_counterfactual_source_stays_cv', 'accepted_all_beat_source_only_counterfactual', 'accepted_all_independent_replays_close', 'candidate_fail_closed_count', 'enumeration_fail_closed_count', 'counterfactual_fail_closed_count', 'nonfinite_prescore_rejections', 'terminal_activity_record_count', 'counterfactual_activity_record_count', 'round_caps_closed', 'actual_round_caps_closed', 'activity_ledgers_reconciled', 'activity_ledger_audit_json', 'final_validation_failed_closed', 'runner_proof_audit_passed', 'runner_proof_audit_json', 'runner_outer_full_solution_replays', 'runner_outer_feasibility_checks', 'runner_proof_full_solution_replays', 'runner_proof_feasibility_checks', 'runner_total_validation_replays', 'runner_total_validation_checks', 'complete_route_search_evaluations', 'route_search_guard_attempts', 'route_search_guard_installed', 'source_full_content_sha256', 'final_full_content_sha256', 'elapsed_seconds', 'objective_match', 'activity_json']",不适用：该包无seed或同义逐单元种子列,NO_SEARCH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/electrification_relocate_resize_behavior_gate_execution_recovery_v2/raw_runs.csv:列 complete_route_search_evaluations 全部为0（2行）；包内记录为零搜索
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fresh_d2_gate,csv:1;json:6;md:1,8,2026-07-19T04:45:29+08:00,true,14,true,DEV-DUAL-D2-BACKUP-GROUP456-SRC20-N44-DEP2|DEV-DUAL-D2-BACKUP-GROUP789-SRC75-N168-DEP2|DEV-DUAL-D2-GROUP456-SRC10-N21-DEP2|DEV-DUAL-D2-GROUP789-SRC15-N34-DEP2,P3,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fresh_d2_gate/blind_lock.json:/dependency_trees/solver_src/files/2/path=solver/src/setp_solver/algorithms/resetp_alns/PROVENANCE.md,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fresh_d2_gate/raw_runs.csv; keys=['instance_id', 'budget', 'arm', 'reported_algorithm', 'algorithm_reference_replays_reported']; seed=['seed']; values=['reported_cost', 'recomputed_cost']; seed_counts={}",不适用：存在迭代或评价预算列['budget']，但没有同种子同配置的不同预算组,NOT_AFFECTED_PATH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fresh_d2_gate/blind_lock.json:/dependency_trees/solver_src/files/2/path=solver/src/setp_solver/algorithms/resetp_alns/PROVENANCE.md；求解路径=P3，不含P1
baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fuel_route_retirement_ev_repack_behavior_gate,csv:1;json:11;md:2,14,2026-07-19T13:09:45+08:00,true,2,false,该包无此信息,P5,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fuel_route_retirement_ev_repack_behavior_gate/raw_runs.csv:列 complete_route_search_evaluations 全部为0（2行）,该包无此信息,该包无此信息,0,0,"source=baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fuel_route_retirement_ev_repack_behavior_gate/raw_runs.csv; 该CSV无seed或同义逐单元种子列；header=['scenario', 'bundle', 'source_cost', 'final_cost', 'objective_delta', 'improvement_percent', 'claimed_final_cost', 'claim_replay_error', 'source_feasible', 'final_feasible', 'customer_coverage_closed', 'source_cv_routes', 'final_cv_routes', 'source_route_count', 'final_route_count', 'changed', 'accepted_count', 'repair_attempts', 'one_level_ejection_attempts', 'unique_repack_candidates', 'candidate_completion_calls', 'counterfactual_completion_calls', 'total_completion_calls', 'candidate_full_replays', 'total_full_replays', 'complete_route_search_evaluations', 'source_full_content_sha256', 'final_full_content_sha256', 'source_semantic_sha256', 'final_semantic_sha256', 'source_route_skeleton_sha256', 'final_route_skeleton_sha256', 'exact_noop', 'activity_ledgers_closed', 'accepted_nonvacuous', 'accepted_all_source_retired', 'completed_skeletons_all_fixed', 'elapsed_seconds', 'activity_json']",不适用：该包无seed或同义逐单元种子列,NO_SEARCH,baselines/algorithm_prototypes/unified_mechanism_alns_20260719/fuel_route_retirement_ev_repack_behavior_gate/raw_runs.csv:列 complete_route_search_evaluations 全部为0（2行）；包内记录为零搜索
