instance_id,depot_id,city,base_all_cv_routes_Rd,main_reserve_factor,num_cv,num_ev,total_fleet_cap,depot_charger_count,depot_charge_power_kw,fleet_parameter_class,charger_parameter_class,sensitivity_json
cn-jjj-200c-01-V2-LOCATIONS,D_tianjin,tianjin,9,1.25,9,3,12,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":9,""num_ev"":1},""1.25"":{""num_cv"":9,""num_ev"":3},""1.50"":{""num_cv"":9,""num_ev"":5}}"
cn-jjj-200c-02-V2-LOCATIONS,D_beijing,beijing,23,1.25,23,6,29,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":23,""num_ev"":3},""1.25"":{""num_cv"":23,""num_ev"":6},""1.50"":{""num_cv"":23,""num_ev"":12}}"
cn-jjj-200c-02-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-200c-02-V2-LOCATIONS,D_tianjin,tianjin,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-jjj-200c-03-V2-LOCATIONS,D_beijing,beijing,22,1.25,22,6,28,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":22,""num_ev"":3},""1.25"":{""num_cv"":22,""num_ev"":6},""1.50"":{""num_cv"":22,""num_ev"":11}}"
cn-jjj-200c-03-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-200c-03-V2-LOCATIONS,D_tianjin,tianjin,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-jjj-20c-01-V2-LOCATIONS,D_beijing,beijing,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-20c-02-V2-LOCATIONS,D_beijing,beijing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-20c-03-V2-LOCATIONS,D_beijing,beijing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-25c-01-V2-LOCATIONS,D_beijing,beijing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-25c-02-V2-LOCATIONS,D_beijing,beijing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-25c-03-V2-LOCATIONS,D_beijing,beijing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-50c-01-V2-LOCATIONS,D_beijing,beijing,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-jjj-50c-01-V2-LOCATIONS,D_tianjin,tianjin,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-50c-02-V2-LOCATIONS,D_beijing,beijing,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-jjj-50c-02-V2-LOCATIONS,D_tianjin,tianjin,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-50c-03-V2-LOCATIONS,D_beijing,beijing,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-jjj-50c-03-V2-LOCATIONS,D_tianjin,tianjin,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-75c-01-V2-LOCATIONS,D_beijing,beijing,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-jjj-75c-01-V2-LOCATIONS,D_tianjin,tianjin,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-75c-02-V2-LOCATIONS,D_beijing,beijing,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-jjj-75c-02-V2-LOCATIONS,D_tianjin,tianjin,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-75c-03-V2-LOCATIONS,D_beijing,beijing,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-jjj-75c-03-V2-LOCATIONS,D_tianjin,tianjin,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-prd-100c-01-V2-LOCATIONS,D_guangzhou,guangzhou,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-prd-100c-01-V2-LOCATIONS,D_shenzhen,shenzhen,9,1.25,9,3,12,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":9,""num_ev"":1},""1.25"":{""num_cv"":9,""num_ev"":3},""1.50"":{""num_cv"":9,""num_ev"":5}}"
cn-prd-100c-02-V2-LOCATIONS,D_guangzhou,guangzhou,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-prd-100c-02-V2-LOCATIONS,D_shenzhen,shenzhen,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-prd-100c-03-V2-LOCATIONS,D_guangzhou,guangzhou,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-prd-100c-03-V2-LOCATIONS,D_shenzhen,shenzhen,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-prd-10c-01-V2-LOCATIONS,D_shenzhen,shenzhen,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-prd-10c-02-V2-LOCATIONS,D_shenzhen,shenzhen,2,1.25,2,1,3,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":2,""num_ev"":1},""1.25"":{""num_cv"":2,""num_ev"":1},""1.50"":{""num_cv"":2,""num_ev"":1}}"
cn-prd-10c-03-V2-LOCATIONS,D_shenzhen,shenzhen,2,1.25,2,1,3,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":2,""num_ev"":1},""1.25"":{""num_cv"":2,""num_ev"":1},""1.50"":{""num_cv"":2,""num_ev"":1}}"
cn-prd-150c-01-V2-LOCATIONS,D_dongguan,dongguan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-01-V2-LOCATIONS,D_foshan,foshan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-01-V2-LOCATIONS,D_guangzhou,guangzhou,9,1.25,9,3,12,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":9,""num_ev"":1},""1.25"":{""num_cv"":9,""num_ev"":3},""1.50"":{""num_cv"":9,""num_ev"":5}}"
cn-prd-150c-01-V2-LOCATIONS,D_shenzhen,shenzhen,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-prd-150c-02-V2-LOCATIONS,D_dongguan,dongguan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-02-V2-LOCATIONS,D_foshan,foshan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-02-V2-LOCATIONS,D_guangzhou,guangzhou,9,1.25,9,3,12,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":9,""num_ev"":1},""1.25"":{""num_cv"":9,""num_ev"":3},""1.50"":{""num_cv"":9,""num_ev"":5}}"
cn-prd-150c-02-V2-LOCATIONS,D_shenzhen,shenzhen,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-prd-150c-03-V2-LOCATIONS,D_dongguan,dongguan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-03-V2-LOCATIONS,D_foshan,foshan,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-150c-03-V2-LOCATIONS,D_guangzhou,guangzhou,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-prd-150c-03-V2-LOCATIONS,D_shenzhen,shenzhen,10,1.25,10,3,13,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":10,""num_ev"":2},""1.25"":{""num_cv"":10,""num_ev"":3},""1.50"":{""num_cv"":10,""num_ev"":5}}"
cn-prd-15c-01-V2-LOCATIONS,D_shenzhen,shenzhen,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-prd-15c-02-V2-LOCATIONS,D_shenzhen,shenzhen,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-prd-15c-03-V2-LOCATIONS,D_shenzhen,shenzhen,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-prd-200c-01-V2-LOCATIONS,D_dongguan,dongguan,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-200c-01-V2-LOCATIONS,D_foshan,foshan,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-200c-01-V2-LOCATIONS,D_guangzhou,guangzhou,11,1.25,11,3,14,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":11,""num_ev"":2},""1.25"":{""num_cv"":11,""num_ev"":3},""1.50"":{""num_cv"":11,""num_ev"":6}}"
cn-prd-200c-01-V2-LOCATIONS,D_shenzhen,shenzhen,14,1.25,14,4,18,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":14,""num_ev"":2},""1.25"":{""num_cv"":14,""num_ev"":4},""1.50"":{""num_cv"":14,""num_ev"":7}}"
cn-prd-200c-02-V2-LOCATIONS,D_dongguan,dongguan,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-200c-02-V2-LOCATIONS,D_foshan,foshan,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-200c-02-V2-LOCATIONS,D_guangzhou,guangzhou,12,1.25,12,3,15,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":12,""num_ev"":2},""1.25"":{""num_cv"":12,""num_ev"":3},""1.50"":{""num_cv"":12,""num_ev"":6}}"
cn-prd-200c-02-V2-LOCATIONS,D_shenzhen,shenzhen,14,1.25,14,4,18,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":14,""num_ev"":2},""1.25"":{""num_cv"":14,""num_ev"":4},""1.50"":{""num_cv"":14,""num_ev"":7}}"
cn-prd-200c-03-V2-LOCATIONS,D_dongguan,dongguan,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-200c-03-V2-LOCATIONS,D_foshan,foshan,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-prd-200c-03-V2-LOCATIONS,D_guangzhou,guangzhou,12,1.25,12,3,15,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":12,""num_ev"":2},""1.25"":{""num_cv"":12,""num_ev"":3},""1.50"":{""num_cv"":12,""num_ev"":6}}"
cn-prd-200c-03-V2-LOCATIONS,D_shenzhen,shenzhen,13,1.25,13,4,17,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":13,""num_ev"":2},""1.25"":{""num_cv"":13,""num_ev"":4},""1.50"":{""num_cv"":13,""num_ev"":7}}"
cn-prd-20c-01-V2-LOCATIONS,D_shenzhen,shenzhen,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-20c-02-V2-LOCATIONS,D_shenzhen,shenzhen,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-20c-03-V2-LOCATIONS,D_shenzhen,shenzhen,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-prd-25c-01-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-prd-25c-02-V2-LOCATIONS,D_shenzhen,shenzhen,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
