instance,customer_id,shift,demand_quartile,demand_kg,geographic_owner,medium_owner,mixed_owner,restored_from_mixed,medium_differs_from_geographic,distance_to_geographic_owner_km,distance_to_medium_owner_km,distance_to_mixed_owner_km
L-main-threeshift-50c-01,C067,2,2,391.0,D1,D0,D0,0,1,76.62673096455704,86.08068680502555,86.08068680502555
L-main-threeshift-50c-01,C068,2,1,126.0,D0,D0,D0,0,0,20.613521379172457,20.613521379172457,20.613521379172457
L-main-threeshift-50c-01,C069,2,1,195.0,D1,D1,D1,0,0,47.26116245731862,47.26116245731862,47.26116245731862
L-main-threeshift-50c-01,C070,2,1,127.0,D0,D0,D0,0,0,58.38132080496724,58.38132080496724,58.38132080496724
L-main-threeshift-50c-01,C071,2,2,409.0,D1,D1,D1,0,0,16.391915983947772,16.391915983947772,16.391915983947772
L-main-threeshift-50c-01,C072,2,4,704.0,D1,D0,D0,0,1,55.965263625724795,61.8394743342608,61.8394743342608
L-main-threeshift-50c-01,C073,2,1,235.0,D0,D0,D0,0,0,62.03617637832702,62.03617637832702,62.03617637832702
L-main-threeshift-50c-01,C074,2,3,606.0,D0,D0,D0,0,0,27.888939200822968,27.888939200822968,27.888939200822968
L-main-threeshift-50c-01,C075,2,4,688.0,D0,D1,D1,0,1,54.60117747356095,70.0682118764975,70.0682118764975
L-main-threeshift-50c-01,C076,2,2,359.0,D1,D0,D0,0,1,59.37928237817192,88.9253669361139,88.9253669361139
L-main-threeshift-50c-01,C077,2,4,783.0,D0,D0,D0,0,0,48.897379390871244,48.897379390871244,48.897379390871244
L-main-threeshift-50c-01,C078,2,4,677.0,D1,D0,D0,0,1,60.4717956915087,87.40843763870853,87.40843763870853
L-main-threeshift-50c-01,C079,2,1,147.0,D0,D1,D1,0,1,57.4905516685742,104.74250299591063,104.74250299591063
L-main-threeshift-50c-01,C080,2,1,261.0,D0,D0,D0,0,0,10.632363512751999,10.632363512751999,10.632363512751999
L-main-threeshift-50c-01,C081,2,3,425.0,D1,D1,D1,0,0,33.30965736847945,33.30965736847945,33.30965736847945
L-main-threeshift-50c-01,C082,2,3,556.0,D1,D1,D0,1,0,44.02664433657564,44.02664433657564,46.34907731035539
L-main-threeshift-50c-01,C083,2,3,598.0,D1,D0,D0,0,1,12.937505645422414,88.96875041503955,88.96875041503955
L-main-threeshift-50c-01,C084,2,1,184.0,D0,D0,D1,1,0,53.01083818507777,53.01083818507777,74.54731668264031
L-main-threeshift-50c-01,C085,2,3,651.0,D0,D0,D0,0,0,12.465457076962721,12.465457076962721,12.465457076962721
L-main-threeshift-50c-01,C086,2,2,409.0,D0,D1,D1,0,1,78.70629750021912,88.4345724485809,88.4345724485809
L-main-threeshift-50c-01,C087,2,2,305.0,D1,D1,D1,0,0,75.63626484980112,75.63626484980112,75.63626484980112
L-main-threeshift-50c-01,C088,2,1,176.0,D1,D1,D1,0,0,9.128039062550659,9.128039062550659,9.128039062550659
L-main-threeshift-50c-01,C089,2,4,743.0,D0,D0,D1,1,0,80.17222327121782,80.17222327121782,93.42322466795984
L-main-threeshift-50c-01,C090,2,3,559.0,D0,D0,D0,0,0,33.68450059963039,33.68450059963039,33.68450059963039
L-main-threeshift-50c-01,C091,2,1,275.0,D1,D1,D0,1,0,52.093169275809544,52.093169275809544,74.27566577068023
L-main-threeshift-50c-01,C092,2,3,579.0,D0,D0,D0,0,0,10.188933265445407,10.188933265445407,10.188933265445407
L-main-threeshift-50c-01,C093,2,2,345.0,D1,D1,D1,0,0,54.82856734112283,54.82856734112283,54.82856734112283
L-main-threeshift-50c-01,C094,2,4,713.0,D0,D1,D1,0,1,63.60477662063204,84.63900783926748,84.63900783926748
L-main-threeshift-50c-01,C095,2,3,416.0,D1,D1,D1,0,0,9.873901311429439,9.873901311429439,9.873901311429439
L-main-threeshift-50c-01,C096,2,4,740.0,D0,D0,D0,0,0,25.518750772388916,25.518750772388916,25.518750772388916
L-main-threeshift-50c-01,C097,2,4,763.0,D1,D1,D1,0,0,36.72123870357914,36.72123870357914,36.72123870357914
L-main-threeshift-50c-01,C098,2,1,161.0,D0,D0,D0,0,0,82.30276511072638,82.30276511072638,82.30276511072638
L-main-threeshift-50c-01,C099,2,3,420.0,D1,D1,D1,0,0,56.76274050297733,56.76274050297733,56.76274050297733
L-main-threeshift-50c-01,C100,2,1,176.0,D1,D1,D1,0,0,6.093638057232259,6.093638057232259,6.093638057232259
L-main-threeshift-50c-01,C101,3,3,569.0,D0,D0,D0,0,0,36.849118443257225,36.849118443257225,36.849118443257225
L-main-threeshift-50c-01,C102,3,3,449.0,D0,D0,D0,0,0,64.02854424426108,64.02854424426108,64.02854424426108
L-main-threeshift-50c-01,C103,3,3,490.0,D0,D1,D1,0,1,50.63359229997513,64.01232818598329,64.01232818598329
L-main-threeshift-50c-01,C104,3,4,586.0,D0,D0,D0,0,0,62.254960315484105,62.254960315484105,62.254960315484105
L-main-threeshift-50c-01,C105,3,1,126.0,D0,D0,D1,1,0,44.931194173814255,44.931194173814255,65.52311064039375
L-main-threeshift-50c-01,C106,3,4,614.0,D0,D0,D0,0,0,89.67141401514365,89.67141401514365,89.67141401514365
L-main-threeshift-50c-01,C107,3,4,770.0,D0,D0,D0,0,0,56.25727734673356,56.25727734673356,56.25727734673356
L-main-threeshift-50c-01,C108,3,2,235.0,D0,D0,D1,1,0,51.86080615447855,51.86080615447855,73.09635248339087
L-main-threeshift-50c-01,C109,3,1,112.0,D0,D0,D0,0,0,61.45797230783082,61.45797230783082,61.45797230783082
L-main-threeshift-50c-01,C110,3,2,258.0,D1,D1,D1,0,0,48.424829724675455,48.424829724675455,48.424829724675455
L-main-threeshift-50c-01,C111,3,1,195.0,D1,D1,D1,0,0,38.323603327610705,38.323603327610705,38.323603327610705
L-main-threeshift-50c-01,C112,3,1,178.0,D1,D1,D0,1,0,54.01108942915243,54.01108942915243,102.34104365753164
L-main-threeshift-50c-01,C113,3,3,496.0,D1,D0,D0,0,1,64.84004722533419,93.0967430376262,93.0967430376262
L-main-threeshift-50c-01,C114,3,2,321.0,D1,D1,D0,1,0,59.2106260791254,59.2106260791254,73.72135496926383
L-main-threeshift-75c-01,C001,1,3,560.0,D0,D1,D1,0,1,43.98373435841253,88.91339264106286,88.91339264106286
L-main-threeshift-75c-01,C002,1,1,156.0,D1,D0,D0,0,1,38.15043771039426,100.03896329697594,100.03896329697594
L-main-threeshift-75c-01,C003,1,1,284.0,D0,D0,D1,1,0,46.47839639757916,46.47839639757916,64.06523885903704
L-main-threeshift-75c-01,C004,1,3,514.0,D0,D0,D1,1,0,28.15091187141901,28.15091187141901,72.1860309976895
L-main-threeshift-75c-01,C005,1,3,599.0,D1,D0,D0,0,1,21.96557927559178,61.680215564915954,61.680215564915954
L-main-threeshift-75c-01,C006,1,1,331.0,D1,D1,D1,0,0,34.75414289018221,34.75414289018221,34.75414289018221
L-main-threeshift-75c-01,C007,1,2,349.0,D1,D1,D1,0,0,23.856599493829695,23.856599493829695,23.856599493829695
L-main-threeshift-75c-01,C008,1,4,725.0,D1,D0,D0,0,1,73.92598503881824,96.3118934195907,96.3118934195907
L-main-threeshift-75c-01,C009,1,1,147.0,D1,D1,D0,1,0,37.76743707144311,37.76743707144311,93.83343638074277
L-main-threeshift-75c-01,C010,1,1,287.0,D0,D0,D0,0,0,52.90854727279705,52.90854727279705,52.90854727279705
L-main-threeshift-75c-01,C011,1,4,771.0,D0,D0,D1,1,0,58.143444517438084,58.143444517438084,96.07927685453217
L-main-threeshift-75c-01,C012,1,3,536.0,D0,D0,D0,0,0,62.52311363229842,62.52311363229842,62.52311363229842
L-main-threeshift-75c-01,C013,1,3,633.0,D0,D0,D0,0,0,48.13290701908,48.13290701908,48.13290701908
L-main-threeshift-75c-01,C014,1,2,363.0,D0,D0,D1,1,0,76.5484818545946,76.5484818545946,123.45101128674143
L-main-threeshift-75c-01,C015,1,3,489.0,D1,D1,D1,0,0,36.69900020283386,36.69900020283386,36.69900020283386
L-main-threeshift-75c-01,C016,1,1,342.0,D1,D1,D1,0,0,27.676828340326477,27.676828340326477,27.676828340326477
L-main-threeshift-75c-01,C017,1,1,266.0,D1,D1,D1,0,0,51.32717056982264,51.32717056982264,51.32717056982264
L-main-threeshift-75c-01,C018,1,2,355.0,D1,D1,D0,1,0,30.31876721991062,30.31876721991062,88.26641332579
L-main-threeshift-75c-01,C019,1,1,338.0,D1,D1,D1,0,0,27.422290447546494,27.422290447546494,27.422290447546494
L-main-threeshift-75c-01,C020,1,3,502.0,D1,D1,D0,1,0,87.47164436196654,87.47164436196654,90.30207359650443
L-main-threeshift-75c-01,C021,1,4,648.0,D1,D1,D1,0,0,34.129775989429646,34.129775989429646,34.129775989429646
L-main-threeshift-75c-01,C022,1,4,780.0,D1,D1,D1,0,0,36.734183840107484,36.734183840107484,36.734183840107484
L-main-threeshift-75c-01,C023,1,2,458.0,D1,D0,D0,0,1,37.02301308501836,66.33764373488103,66.33764373488103
L-main-threeshift-75c-01,C024,1,3,603.0,D0,D0,D0,0,0,33.37055131577541,33.37055131577541,33.37055131577541
L-main-threeshift-75c-01,C025,1,2,423.0,D1,D1,D0,1,0,18.57100879284271,18.57100879284271,78.91714537629005
L-main-threeshift-75c-01,C026,1,1,199.0,D0,D0,D0,0,0,38.57691574062395,38.57691574062395,38.57691574062395
L-main-threeshift-75c-01,C027,1,2,477.0,D1,D1,D1,0,0,45.986986775027525,45.986986775027525,45.986986775027525
L-main-threeshift-75c-01,C028,1,1,247.0,D0,D1,D1,0,1,87.25124473508961,143.48955090639828,143.48955090639828
L-main-threeshift-75c-01,C029,1,3,620.0,D1,D1,D0,1,0,61.45492178939843,61.45492178939843,64.96310598312631
L-main-threeshift-75c-01,C030,1,2,403.0,D0,D0,D0,0,0,109.93897028870016,109.93897028870016,109.93897028870016
L-main-threeshift-75c-01,C031,1,4,730.0,D1,D0,D0,0,1,40.01224159774872,91.29931460886934,91.29931460886934
L-main-threeshift-75c-01,C032,1,4,828.0,D1,D1,D1,0,0,59.04625327321715,59.04625327321715,59.04625327321715
L-main-threeshift-75c-01,C033,1,3,641.0,D1,D0,D0,0,1,58.28206203701085,97.94078108716563,97.94078108716563
L-main-threeshift-75c-01,C034,1,4,775.0,D0,D1,D1,0,1,57.7818622058869,100.02651862211498,100.02651862211498
L-main-threeshift-75c-01,C035,1,3,493.0,D0,D0,D0,0,0,12.696083628162663,12.696083628162663,12.696083628162663
L-main-threeshift-75c-01,C036,1,4,829.0,D1,D1,D1,0,0,63.61847341037803,63.61847341037803,63.61847341037803
L-main-threeshift-75c-01,C037,1,2,442.0,D0,D0,D0,0,0,85.40974258772648,85.40974258772648,85.40974258772648
L-main-threeshift-75c-01,C038,1,2,423.0,D0,D0,D0,0,0,75.56292485964595,75.56292485964595,75.56292485964595
L-main-threeshift-75c-01,C039,1,1,247.0,D1,D1,D0,1,0,20.538605532686837,20.538605532686837,82.68999210222783
L-main-threeshift-75c-01,C040,1,2,382.0,D0,D0,D0,0,0,43.067855789751135,43.067855789751135,43.067855789751135
L-main-threeshift-75c-01,C041,1,4,707.0,D0,D0,D1,1,0,52.8760082153759,52.8760082153759,85.95237795761251
L-main-threeshift-75c-01,C042,1,2,434.0,D0,D1,D1,0,1,65.30993824821763,123.22328872781937,123.22328872781937
L-main-threeshift-75c-01,C043,1,4,729.0,D1,D1,D0,1,0,18.378512577337485,18.378512577337485,80.36875694899418
L-main-threeshift-75c-01,C044,1,2,358.0,D0,D0,D0,0,0,72.36907175053787,72.36907175053787,72.36907175053787
L-main-threeshift-75c-01,C045,1,1,313.0,D0,D0,D0,0,0,61.75313673349476,61.75313673349476,61.75313673349476
L-main-threeshift-75c-01,C046,1,3,563.0,D0,D0,D0,0,0,59.71565773705001,59.71565773705001,59.71565773705001
L-main-threeshift-75c-01,C047,1,4,734.0,D1,D1,D1,0,0,58.414605952514464,58.414605952514464,58.414605952514464
L-main-threeshift-75c-01,C048,1,1,263.0,D1,D1,D1,0,0,44.66908268477018,44.66908268477018,44.66908268477018
L-main-threeshift-75c-01,C049,1,2,442.0,D0,D0,D0,0,0,85.203020685258,85.203020685258,85.203020685258
L-main-threeshift-75c-01,C050,1,2,473.0,D1,D0,D0,0,1,25.20102618629349,69.22120432735767,69.22120432735767
L-main-threeshift-75c-01,C051,1,2,449.0,D1,D1,D1,0,0,12.106016362110726,12.106016362110726,12.106016362110726
L-main-threeshift-75c-01,C052,1,1,189.0,D0,D0,D1,1,0,79.95796875563123,79.95796875563123,140.29151839647534
L-main-threeshift-75c-01,C053,1,2,373.0,D0,D0,D1,1,0,29.29933455024021,29.29933455024021,79.5105313210677
L-main-threeshift-75c-01,C054,1,4,744.0,D0,D1,D1,0,1,48.413248523076824,93.06844273559847,93.06844273559847
L-main-threeshift-75c-01,C055,1,4,653.0,D0,D0,D0,0,0,58.54332791796858,58.54332791796858,58.54332791796858
L-main-threeshift-75c-01,C056,1,1,114.0,D0,D0,D0,0,0,30.878406676648652,30.878406676648652,30.878406676648652
L-main-threeshift-75c-01,C057,1,1,265.0,D1,D0,D0,0,1,44.66695251685108,59.86498994285056,59.86498994285056
L-main-threeshift-75c-01,C058,1,3,559.0,D0,D0,D0,0,0,38.576872869221795,38.576872869221795,38.576872869221795
L-main-threeshift-75c-01,C059,1,1,300.0,D0,D1,D1,0,1,86.59989338466706,146.23952237632008,146.23952237632008
L-main-threeshift-75c-01,C060,1,3,544.0,D1,D1,D1,0,0,88.9765230724669,88.9765230724669,88.9765230724669
L-main-threeshift-75c-01,C061,1,4,751.0,D1,D1,D1,0,0,6.522869644892111,6.522869644892111,6.522869644892111
L-main-threeshift-75c-01,C062,1,1,204.0,D1,D1,D1,0,0,37.61780132668786,37.61780132668786,37.61780132668786
L-main-threeshift-75c-01,C063,1,4,670.0,D1,D1,D0,1,0,19.154643893241,19.154643893241,81.25020540009115
L-main-threeshift-75c-01,C064,1,3,614.0,D0,D0,D1,1,0,59.68165353843423,59.68165353843423,74.89299455354057
L-main-threeshift-75c-01,C065,1,3,599.0,D0,D0,D0,0,0,47.059563831205445,47.059563831205445,47.059563831205445
L-main-threeshift-75c-01,C066,1,2,400.0,D1,D1,D0,1,0,36.13741865800313,36.13741865800313,89.58063702010608
L-main-threeshift-75c-01,C067,1,2,440.0,D0,D1,D1,0,1,68.23264309814256,130.4919593954821,130.4919593954821
L-main-threeshift-75c-01,C068,1,3,639.0,D0,D1,D1,0,1,27.883943236947317,37.699746255328336,37.699746255328336
L-main-threeshift-75c-01,C069,1,4,703.0,D0,D0,D0,0,0,33.67148991390936,33.67148991390936,33.67148991390936
L-main-threeshift-75c-01,C070,1,2,359.0,D0,D0,D1,1,0,61.94278085158351,61.94278085158351,120.87075545402764
L-main-threeshift-75c-01,C071,1,4,731.0,D0,D0,D0,0,0,48.06328094403044,48.06328094403044,48.06328094403044
L-main-threeshift-75c-01,C072,1,3,546.0,D1,D1,D1,0,0,35.15821520131772,35.15821520131772,35.15821520131772
L-main-threeshift-75c-01,C073,1,1,252.0,D0,D0,D0,0,0,90.3019288557105,90.3019288557105,90.3019288557105
L-main-threeshift-75c-01,C074,1,3,479.0,D1,D1,D1,0,0,41.51214499289991,41.51214499289991,41.51214499289991
L-main-threeshift-75c-01,C075,1,4,754.0,D1,D1,D1,0,0,53.693074997547185,53.693074997547185,53.693074997547185
L-main-threeshift-75c-01,C076,2,4,773.0,D0,D0,D1,1,0,25.389815929108273,25.389815929108273,87.47406047417282
L-main-threeshift-75c-01,C077,2,1,159.0,D0,D0,D0,0,0,38.31338025959077,38.31338025959077,38.31338025959077
L-main-threeshift-75c-01,C078,2,1,295.0,D0,D0,D1,1,0,21.394658386172,21.394658386172,83.59601753753913
L-main-threeshift-75c-01,C079,2,2,387.0,D1,D1,D1,0,0,23.423659755798557,23.423659755798557,23.423659755798557
L-main-threeshift-75c-01,C080,2,1,192.0,D1,D0,D0,0,1,34.669898112227514,96.82365747841796,96.82365747841796
L-main-threeshift-75c-01,C081,2,4,738.0,D0,D1,D1,0,1,15.34222390400101,68.26065388043479,68.26065388043479
L-main-threeshift-75c-01,C082,2,4,734.0,D1,D0,D0,0,1,24.799011974427337,78.06066126734068,78.06066126734068
L-main-threeshift-75c-01,C083,2,4,804.0,D1,D1,D0,1,0,4.025708982561844,4.025708982561844,64.41913587563248
L-main-threeshift-75c-01,C084,2,4,733.0,D1,D0,D0,0,1,68.39454871801362,85.21129005106424,85.21129005106424
L-main-threeshift-75c-01,C085,2,1,187.0,D0,D0,D0,0,0,12.085778146317269,12.085778146317269,12.085778146317269
L-main-threeshift-75c-01,C086,2,4,752.0,D1,D1,D0,1,0,33.356609140185746,33.356609140185746,62.24397039039605
L-main-threeshift-75c-01,C087,2,3,481.0,D0,D0,D0,0,0,34.851096434224274,34.851096434224274,34.851096434224274
L-main-threeshift-75c-01,C088,2,1,325.0,D1,D1,D0,1,0,25.259148459751653,25.259148459751653,86.58526358463374
L-main-threeshift-75c-01,C089,2,2,337.0,D0,D1,D1,0,1,38.59337273038079,100.84553391028243,100.84553391028243
L-main-threeshift-75c-01,C090,2,2,404.0,D1,D1,D1,0,0,78.14699205653545,78.14699205653545,78.14699205653545
L-main-threeshift-75c-01,C091,2,3,691.0,D1,D0,D0,0,1,38.18530943896117,89.13394512467626,89.13394512467626
L-main-threeshift-75c-01,C092,2,1,214.0,D0,D0,D0,0,0,37.84174761381007,37.84174761381007,37.84174761381007
L-main-threeshift-75c-01,C093,2,2,411.0,D0,D0,D0,0,0,3.3336493307035147,3.3336493307035147,3.3336493307035147
L-main-threeshift-75c-01,C094,2,3,649.0,D1,D1,D1,0,0,4.594760404573249,4.594760404573249,4.594760404573249
L-main-threeshift-75c-01,C095,2,4,812.0,D0,D0,D0,0,0,63.29414530305469,63.29414530305469,63.29414530305469
L-main-threeshift-75c-01,C096,2,4,770.0,D1,D1,D0,1,0,40.53207699291403,40.53207699291403,97.58106270390428
L-main-threeshift-75c-01,C097,2,4,795.0,D1,D1,D1,0,0,101.65908129429188,101.65908129429188,101.65908129429188
L-main-threeshift-75c-01,C098,2,4,718.0,D0,D1,D1,0,1,35.7638446707761,68.95386800589783,68.95386800589783
L-main-threeshift-75c-01,C099,2,1,142.0,D1,D1,D0,1,0,33.80001443018775,33.80001443018775,87.3231041964336
L-main-threeshift-75c-01,C100,2,2,372.0,D0,D0,D0,0,0,29.22839953252316,29.22839953252316,29.22839953252316
L-main-threeshift-75c-01,C101,2,1,270.0,D1,D1,D0,1,0,0.79219021578257,0.79219021578257,61.53576927331372
L-main-threeshift-75c-01,C102,2,2,464.0,D0,D0,D0,0,0,73.69126614555216,73.69126614555216,73.69126614555216
L-main-threeshift-75c-01,C103,2,3,475.0,D0,D0,D0,0,0,32.8732754116775,32.8732754116775,32.8732754116775
L-main-threeshift-75c-01,C104,2,1,122.0,D0,D0,D0,0,0,52.41775191840643,52.41775191840643,52.41775191840643
L-main-threeshift-75c-01,C105,2,3,509.0,D0,D0,D0,0,0,24.29169385285843,24.29169385285843,24.29169385285843
L-main-threeshift-75c-01,C106,2,3,491.0,D1,D1,D1,0,0,19.1511890600078,19.1511890600078,19.1511890600078
L-main-threeshift-75c-01,C107,2,2,433.0,D1,D1,D1,0,0,25.758179761209412,25.758179761209412,25.758179761209412
L-main-threeshift-75c-01,C108,2,2,394.0,D0,D0,D0,0,0,71.07408438640134,71.07408438640134,71.07408438640134
L-main-threeshift-75c-01,C109,2,3,569.0,D1,D1,D1,0,0,40.22694046919672,40.22694046919672,40.22694046919672
L-main-threeshift-75c-01,C110,2,3,515.0,D1,D1,D1,0,0,7.262441382924002,7.262441382924002,7.262441382924002
L-main-threeshift-75c-01,C111,2,2,439.0,D1,D1,D0,1,0,27.193775662601297,27.193775662601297,41.07926160427059
L-main-threeshift-75c-01,C112,2,1,248.0,D1,D1,D1,0,0,78.36046862781352,78.36046862781352,78.36046862781352
L-main-threeshift-75c-01,C113,2,3,578.0,D0,D1,D1,0,1,82.26502623977457,139.89577734943413,139.89577734943413
L-main-threeshift-75c-01,C114,2,2,365.0,D1,D0,D0,0,1,8.92353746611157,60.648846238461125,60.648846238461125
L-main-threeshift-75c-01,C115,2,3,665.0,D1,D0,D0,0,1,59.23669176149036,100.0989187627369,100.0989187627369
L-main-threeshift-75c-01,C116,2,2,412.0,D0,D0,D0,0,0,22.899978513024852,22.899978513024852,22.899978513024852
L-main-threeshift-75c-01,C117,2,4,796.0,D0,D0,D0,0,0,86.27102547366061,86.27102547366061,86.27102547366061
L-main-threeshift-75c-01,C118,2,1,316.0,D0,D1,D1,0,1,79.24063823430816,139.8132270292778,139.8132270292778
L-main-threeshift-75c-01,C119,2,3,656.0,D0,D0,D0,0,0,34.57158646275001,34.57158646275001,34.57158646275001
L-main-threeshift-75c-01,C120,2,1,285.0,D0,D0,D0,0,0,0.576428676594077,0.576428676594077,0.576428676594077
L-main-threeshift-75c-01,C121,2,3,660.0,D1,D1,D0,1,0,11.32767087854456,11.32767087854456,70.67054154411159
L-main-threeshift-75c-01,C122,2,1,182.0,D1,D1,D1,0,0,61.86905339595956,61.86905339595956,61.86905339595956
L-main-threeshift-75c-01,C123,2,2,426.0,D0,D0,D0,0,0,17.676934497499847,17.676934497499847,17.676934497499847
L-main-threeshift-75c-01,C124,2,2,356.0,D0,D0,D1,1,0,11.467505282043692,11.467505282043692,73.11293392308238
L-main-threeshift-75c-01,C125,2,1,214.0,D0,D1,D1,0,1,1.9046590730101793,64.15814290652666,64.15814290652666
L-main-threeshift-75c-01,C126,2,4,712.0,D0,D1,D1,0,1,7.356534888797848,69.40394640598778,69.40394640598778
L-main-threeshift-75c-01,C127,2,1,332.0,D0,D0,D1,1,0,44.41566464311662,44.41566464311662,60.97010634326928
L-main-threeshift-75c-01,C128,2,1,190.0,D0,D0,D1,1,0,53.04120891212982,53.04120891212982,90.13014758672261
L-main-threeshift-75c-01,C129,2,3,597.0,D0,D1,D1,0,1,17.979968327249637,56.0705755418568,56.0705755418568
L-main-threeshift-75c-01,C130,2,2,443.0,D0,D1,D1,0,1,27.501570255161795,39.77915951336069,39.77915951336069
L-main-threeshift-75c-01,C131,2,2,422.0,D1,D1,D1,0,0,37.66826796614798,37.66826796614798,37.66826796614798
L-main-threeshift-75c-01,C132,2,2,398.0,D1,D1,D0,1,0,8.008119989944685,8.008119989944685,69.53947303811051
L-main-threeshift-75c-01,C133,2,2,425.0,D1,D0,D0,0,1,35.83734585324882,94.72005118855509,94.72005118855509
L-main-threeshift-75c-01,C134,2,4,766.0,D0,D0,D1,1,0,18.548897750262682,18.548897750262682,65.86118456009173
L-main-threeshift-75c-01,C135,2,4,827.0,D0,D0,D0,0,0,27.684813214802446,27.684813214802446,27.684813214802446
L-main-threeshift-75c-01,C136,2,1,286.0,D1,D0,D0,0,1,42.91864178501878,95.13710094048749,95.13710094048749
L-main-threeshift-75c-01,C137,2,1,266.0,D0,D1,D1,0,1,67.1464810664267,123.38193208677637,123.38193208677637
L-main-threeshift-75c-01,C138,2,4,792.0,D0,D0,D1,1,0,12.40135648967483,12.40135648967483,71.8101777536182
L-main-threeshift-75c-01,C139,2,3,699.0,D0,D0,D0,0,0,56.651255474286714,56.651255474286714,56.651255474286714
L-main-threeshift-75c-01,C140,2,4,763.0,D0,D0,D0,0,0,16.502527945457324,16.502527945457324,16.502527945457324
L-main-threeshift-75c-01,C141,2,4,785.0,D0,D0,D0,0,0,61.022705383479185,61.022705383479185,61.022705383479185
L-main-threeshift-75c-01,C142,2,3,682.0,D1,D1,D1,0,0,3.8881920424452177,3.8881920424452177,3.8881920424452177
L-main-threeshift-75c-01,C143,2,4,715.0,D1,D0,D0,0,1,33.80313038666692,94.75611630971375,94.75611630971375
L-main-threeshift-75c-01,C144,2,3,520.0,D1,D1,D1,0,0,54.80685189323523,54.80685189323523,54.80685189323523
L-main-threeshift-75c-01,C145,2,1,168.0,D1,D0,D0,0,1,19.34704216677222,71.00696415346948,71.00696415346948
L-main-threeshift-75c-01,C146,2,3,532.0,D1,D1,D1,0,0,25.356467643794815,25.356467643794815,25.356467643794815
L-main-threeshift-75c-01,C147,2,2,465.0,D0,D0,D1,1,0,16.678407107529782,16.678407107529782,66.89566921345856
L-main-threeshift-75c-01,C148,2,2,468.0,D1,D1,D1,0,0,9.396614046601451,9.396614046601451,9.396614046601451
L-main-threeshift-75c-01,C149,2,3,645.0,D1,D1,D1,0,0,51.35419450579148,51.35419450579148,51.35419450579148
L-main-threeshift-75c-01,C150,2,3,512.0,D0,D0,D1,1,0,18.937184936521053,18.937184936521053,80.5846507954857
L-main-threeshift-75c-01,C151,3,1,161.0,D1,D1,D0,1,0,20.099424574853785,20.099424574853785,51.305523214910295
L-main-threeshift-75c-01,C152,3,2,379.0,D1,D1,D1,0,0,34.8880633331037,34.8880633331037,34.8880633331037
L-main-threeshift-75c-01,C153,3,1,135.0,D0,D0,D1,1,0,22.484141260479575,22.484141260479575,69.46445009379335
L-main-threeshift-75c-01,C154,3,3,407.0,D1,D1,D1,0,0,46.744427829235136,46.744427829235136,46.744427829235136
L-main-threeshift-75c-01,C155,3,2,256.0,D0,D1,D1,0,1,50.29763594947381,82.02111533367793,82.02111533367793
L-main-threeshift-75c-01,C156,3,1,151.0,D1,D1,D1,0,0,19.304308687597512,19.304308687597512,19.304308687597512
L-main-threeshift-75c-01,C157,3,3,494.0,D0,D0,D0,0,0,29.59994192535688,29.59994192535688,29.59994192535688
L-main-threeshift-75c-01,C158,3,3,431.0,D1,D1,D1,0,0,43.99931977927934,43.99931977927934,43.99931977927934
L-main-threeshift-75c-01,C159,3,4,773.0,D0,D0,D0,0,0,41.6152306175155,41.6152306175155,41.6152306175155
L-main-threeshift-75c-01,C160,3,2,269.0,D1,D0,D0,0,1,51.76678995502077,99.14730507617894,99.14730507617894
L-main-threeshift-75c-01,C161,3,1,138.0,D0,D0,D0,0,0,26.051723509412962,26.051723509412962,26.051723509412962
L-main-threeshift-75c-01,C162,3,4,590.0,D1,D1,D1,0,0,6.107145566483236,6.107145566483236,6.107145566483236
L-main-threeshift-75c-01,C163,3,4,529.0,D0,D0,D0,0,0,49.22044986242711,49.22044986242711,49.22044986242711
L-main-threeshift-100c-01,C001,1,4,649.0,D0,D0,D0,0,0,77.78796283010952,77.78796283010952,77.78796283010952
L-main-threeshift-100c-01,C002,1,3,465.0,D0,D0,D0,0,0,64.818459551313,64.818459551313,64.818459551313
L-main-threeshift-100c-01,C003,1,1,166.0,D1,D1,D1,0,0,51.393413349478756,51.393413349478756,51.393413349478756
L-main-threeshift-100c-01,C004,1,1,199.0,D1,D1,D1,0,0,31.29590623763121,31.29590623763121,31.29590623763121
L-main-threeshift-100c-01,C005,1,4,820.0,D1,D1,D1,0,0,71.74334719235982,71.74334719235982,71.74334719235982
L-main-threeshift-100c-01,C006,1,4,677.0,D0,D1,D1,0,1,85.5069324350985,145.78573580125328,145.78573580125328
L-main-threeshift-100c-01,C007,1,1,203.0,D0,D0,D0,0,0,101.11805599544377,101.11805599544377,101.11805599544377
L-main-threeshift-100c-01,C008,1,2,332.0,D0,D1,D1,0,1,29.42836166991462,53.25476213140316,53.25476213140316
L-main-threeshift-100c-01,C009,1,3,514.0,D0,D0,D0,0,0,40.67067824886253,40.67067824886253,40.67067824886253
L-main-threeshift-100c-01,C010,1,3,546.0,D0,D0,D1,1,0,43.16045188130564,43.16045188130564,72.46897972425509
L-main-threeshift-100c-01,C011,1,3,462.0,D0,D0,D1,1,0,61.69863473695751,61.69863473695751,122.28955255617532
L-main-threeshift-100c-01,C012,1,4,730.0,D1,D1,D0,1,0,28.80751041560189,28.80751041560189,76.7035774027418
L-main-threeshift-100c-01,C013,1,1,133.0,D1,D1,D0,1,0,36.91950527049405,36.91950527049405,54.23896379541279
